codigo_jogo,source,registro,nivel_esperado,nivel_fisico,condicional_dicionario,tipo_efeito_fisico,nivel_ok,atributos_diretos_ok,trio_gk_coletivo_ok,classe_condicao_ok,status
58,dt870_atualizacao,57,4,4,false,3,true,true,true,true,confere
64,dt870_atualizacao,63,1,1,false,0,true,true,true,true,confere
69,dt870_atualizacao,68,1,1,false,0,true,true,true,true,confere
70,dt870_atualizacao,69,2,2,false,0,true,true,true,true,confere
71,dt870_atualizacao,70,2,2,false,0,true,true,true,true,confere
72,dt870_atualizacao,71,2,2,false,0,true,true,true,true,confere
73,dt870_atualizacao,72,2,2,false,0,true,true,true,true,confere
74,dt870_atualizacao,73,2,2,false,0,true,true,true,true,confere
75,dt870_atualizacao,74,2,2,false,0,true,true,true,true,confere
76,dt870_atualizacao,75,3,3,false,0,true,true,true,true,confere
77,dt870_atualizacao,76,3,3,false,0,true,true,true,true,confere
78,dt870_atualizacao,77,3,3,false,0,true,true,true,true,confere
79,dt870_atualizacao,78,3,3,false,0,true,true,true,true,confere
80,dt870_atualizacao,79,3,3,false,0,true,true,true,true,confere
81,dt870_atualizacao,80,3,3,false,0,true,true,true,true,confere
82,dt870_atualizacao,81,4,4,false,0,true,true,true,true,confere
83,dt870_atualizacao,82,4,4,false,0,true,true,true,true,confere
84,dt870_atualizacao,83,4,4,false,0,true,true,true,true,confere
85,dt870_atualizacao,84,4,4,false,0,true,true,true,true,confere
86,dt870_atualizacao,85,4,4,false,0,true,true,true,true,confere
87,dt870_atualizacao,86,4,4,false,0,true,true,true,true,confere
96,dt870_atualizacao,95,3,3,true,2,true,true,true,true,confere
101,dt870_atualizacao,100,3,3,true,2,true,true,true,true,confere
104,dt870_atualizacao,103,3,3,false,1,true,true,true,true,confere
105,dt870_atualizacao,104,3,3,false,1,true,true,true,true,confere
106,dt870_atualizacao,105,3,3,false,1,true,true,true,true,confere
107,dt870_atualizacao,106,3,3,false,1,true,true,true,true,confere
108,dt870_atualizacao,107,3,3,false,1,true,true,true,true,confere
109,dt870_atualizacao,108,3,3,false,1,true,true,true,true,confere
110,dt870_atualizacao,109,3,3,false,1,true,true,true,true,confere
111,dt870_atualizacao,110,3,3,false,1,true,true,true,true,confere
112,dt870_atualizacao,111,3,3,false,1,true,true,true,true,confere
113,dt870_atualizacao,112,3,3,false,1,true,true,true,true,confere
114,dt870_atualizacao,113,3,3,false,1,true,true,true,true,confere
115,dt870_atualizacao,114,3,3,false,1,true,true,true,true,confere
116,dt870_atualizacao,115,3,3,false,1,true,true,true,true,confere
117,dt870_atualizacao,116,3,3,false,1,true,true,true,true,confere
118,dt870_atualizacao,117,3,3,false,1,true,true,true,true,confere
119,dt870_atualizacao,118,3,3,false,1,true,true,true,true,confere
120,dt870_atualizacao,119,3,3,false,1,true,true,true,true,confere
122,dt870_atualizacao,121,3,3,true,2,true,true,true,true,confere
123,dt870_atualizacao,122,3,3,true,2,true,true,true,true,confere
124,dt870_atualizacao,123,3,3,true,2,true,true,true,true,confere
125,dt870_atualizacao,124,3,3,true,2,true,true,true,true,confere
126,dt870_atualizacao,125,3,3,true,2,true,true,true,true,confere
127,dt870_atualizacao,126,3,3,true,2,true,true,true,true,confere
128,dt870_atualizacao,127,3,3,true,2,true,true,true,true,confere
129,dt870_atualizacao,128,3,3,true,2,true,true,true,true,confere
130,dt870_atualizacao,129,3,3,true,2,true,true,true,true,confere
131,dt870_atualizacao,130,3,3,true,2,true,true,true,true,confere
132,dt870_atualizacao,131,3,3,true,2,true,true,true,true,confere
133,dt870_atualizacao,132,3,3,true,2,true,true,true,true,confere
134,dt870_atualizacao,133,3,3,false,3,true,true,true,true,confere
135,dt870_atualizacao,134,3,3,false,3,true,true,true,true,confere
142,dt870_atualizacao,136,4,4,false,3,true,true,true,true,confere
143,dt870_atualizacao,137,4,4,false,3,true,true,true,true,confere
144,dt870_atualizacao,138,4,4,false,3,true,true,true,true,confere
145,dt870_atualizacao,139,2,2,false,0,true,true,true,true,confere
146,dt870_atualizacao,140,2,2,false,0,true,true,true,true,confere
147,dt870_atualizacao,141,2,2,false,0,true,true,true,true,confere
148,dt870_atualizacao,142,2,2,false,0,true,true,true,true,confere
149,dt870_atualizacao,143,2,2,false,0,true,true,true,true,confere
150,dt870_atualizacao,144,2,2,false,0,true,true,true,true,confere
151,dt870_atualizacao,145,2,2,false,0,true,true,true,true,confere
152,dt870_atualizacao,146,2,2,false,0,true,true,true,true,confere
153,dt870_atualizacao,147,2,2,false,0,true,true,true,true,confere
154,dt870_atualizacao,148,2,2,false,0,true,true,true,true,confere
155,dt870_atualizacao,149,2,2,false,0,true,true,true,true,confere
156,dt870_atualizacao,150,2,2,false,0,true,true,true,true,confere
157,dt870_atualizacao,151,4,4,false,0,true,true,true,true,confere
158,dt870_atualizacao,152,3,3,false,1,true,true,true,true,confere
159,dt870_atualizacao,153,3,3,false,1,true,true,true,true,confere
160,dt870_atualizacao,154,3,3,false,1,true,true,true,true,confere
161,dt870_atualizacao,155,3,3,false,1,true,true,true,true,confere
162,dt870_atualizacao,156,3,3,false,1,true,true,true,true,confere
163,dt870_atualizacao,157,3,3,false,1,true,true,true,true,confere
164,dt870_atualizacao,158,3,3,false,1,true,true,true,true,confere
165,dt870_atualizacao,159,3,3,false,1,true,true,true,true,confere
166,dt870_atualizacao,160,3,3,false,1,true,true,true,true,confere
167,dt870_atualizacao,161,3,3,false,1,true,true,true,true,confere
168,dt870_atualizacao,162,3,3,false,1,true,true,true,true,confere
169,dt870_atualizacao,163,3,3,false,1,true,true,true,true,confere
170,dt870_atualizacao,164,3,3,true,2,true,true,true,true,confere
171,dt870_atualizacao,165,3,3,true,2,true,true,true,true,confere
173,dt870_atualizacao,167,1,1,false,0,true,true,true,true,confere
175,dt870_atualizacao,169,1,1,false,0,true,true,true,true,confere
184,dt870_atualizacao,178,3,3,false,0,true,true,true,true,confere
185,dt870_atualizacao,179,3,3,false,0,true,true,true,true,confere
186,dt870_atualizacao,180,3,3,false,0,true,true,true,true,confere
187,dt870_atualizacao,181,3,3,false,0,true,true,true,true,confere
188,dt870_atualizacao,182,3,3,false,0,true,true,true,true,confere
189,dt870_atualizacao,183,3,3,false,0,true,true,true,true,confere
190,dt870_atualizacao,184,3,3,false,0,true,true,true,true,confere
191,dt870_atualizacao,185,3,3,false,0,true,true,true,true,confere
192,dt870_atualizacao,186,3,3,false,0,true,true,true,true,confere
193,dt870_atualizacao,187,3,3,false,0,true,true,true,true,confere
194,dt870_atualizacao,188,3,3,false,0,true,true,true,true,confere
195,dt870_atualizacao,189,3,3,false,0,true,true,true,true,confere
199,dt870_atualizacao,192,4,4,false,0,true,true,true,true,confere
200,dt870_atualizacao,193,4,4,false,0,true,true,true,true,confere
201,dt870_atualizacao,194,4,4,false,0,true,true,true,true,confere
202,dt870_atualizacao,195,4,4,false,0,true,true,true,true,confere
205,dt870_atualizacao,196,4,4,false,0,true,true,true,true,confere
206,dt870_atualizacao,197,4,4,false,0,true,true,true,true,confere
207,dt870_atualizacao,198,4,4,false,0,true,true,true,true,confere
208,dt870_atualizacao,199,3,3,true,2,true,true,true,true,confere
250,dt870_atualizacao,200,6,6,false,5,true,true,true,true,confere
263,dt870_atualizacao,202,6,6,false,5,true,true,true,true,confere
265,dt870_atualizacao,203,6,6,false,5,true,true,true,true,confere
267,dt870_atualizacao,205,6,6,false,5,true,true,true,true,confere
301,dt870_atualizacao,206,3,3,true,2,true,true,true,true,confere
302,dt870_atualizacao,207,3,3,true,2,true,true,true,true,confere
303,dt870_atualizacao,208,3,3,true,2,true,true,true,true,confere
304,dt870_atualizacao,209,3,3,true,2,true,true,true,true,confere
305,dt870_atualizacao,210,3,3,true,2,true,true,true,true,confere
306,dt870_atualizacao,211,3,3,true,2,true,true,true,true,confere
308,dt870_atualizacao,212,3,3,true,2,true,true,true,true,confere
310,dt870_atualizacao,213,3,3,true,2,true,true,true,true,confere
311,dt870_atualizacao,214,3,3,true,2,true,true,true,true,confere
312,dt870_atualizacao,215,3,3,true,2,true,true,true,true,confere
313,dt870_atualizacao,216,3,3,true,2,true,true,true,true,confere
314,dt870_atualizacao,217,3,3,true,2,true,true,true,true,confere
315,dt870_atualizacao,218,3,3,true,2,true,true,true,true,confere
317,dt870_atualizacao,219,3,3,true,2,true,true,true,true,confere
318,dt870_atualizacao,220,3,3,true,2,true,true,true,true,confere
319,dt870_atualizacao,221,3,3,true,2,true,true,true,true,confere
320,dt870_atualizacao,222,3,3,true,2,true,true,true,true,confere
321,dt870_atualizacao,223,3,3,true,2,true,true,true,true,confere
322,dt870_atualizacao,224,3,3,true,2,true,true,true,true,confere
323,dt870_atualizacao,225,3,3,true,2,true,true,true,true,confere
324,dt870_atualizacao,226,3,3,true,2,true,true,true,true,confere
325,dt870_atualizacao,227,3,3,true,2,true,true,true,true,confere
326,dt870_atualizacao,228,3,3,true,2,true,true,true,true,confere
327,dt870_atualizacao,229,3,3,true,2,true,true,true,true,confere
328,dt870_atualizacao,230,3,3,true,2,true,true,true,true,confere
329,dt870_atualizacao,231,3,3,true,2,true,true,true,true,confere
330,dt870_atualizacao,232,3,3,true,2,true,true,true,true,confere
331,dt870_atualizacao,233,3,3,true,2,true,true,true,true,confere
332,dt870_atualizacao,234,3,3,true,2,true,true,true,true,confere
334,dt870_atualizacao,235,3,3,true,2,true,true,true,true,confere
335,dt870_atualizacao,236,3,3,true,2,true,true,true,true,confere
336,dt870_atualizacao,237,3,3,true,2,true,true,true,true,confere
337,dt870_atualizacao,238,3,3,true,2,true,true,true,true,confere
338,dt870_atualizacao,239,3,3,true,2,true,true,true,true,confere
339,dt870_atualizacao,240,3,3,true,2,true,true,true,true,confere
340,dt870_atualizacao,241,3,3,true,2,true,true,true,true,confere
341,dt870_atualizacao,242,3,3,true,2,true,true,true,true,confere
342,dt870_atualizacao,243,3,3,true,2,true,true,true,true,confere
343,dt870_atualizacao,244,3,3,true,2,true,true,true,true,confere
344,dt870_atualizacao,245,3,3,true,2,true,true,true,true,confere
345,dt870_atualizacao,246,3,3,true,2,true,true,true,true,confere
346,dt870_atualizacao,247,3,3,true,2,true,true,true,true,confere
347,dt870_atualizacao,248,3,3,true,2,true,true,true,true,confere
348,dt870_atualizacao,249,3,3,true,2,true,true,true,true,confere
349,dt870_atualizacao,250,3,3,true,2,true,true,true,true,confere
350,dt870_atualizacao,251,3,3,true,2,true,true,true,true,confere
351,dt870_atualizacao,252,3,3,true,2,true,true,true,true,confere
352,dt870_atualizacao,253,3,3,true,2,true,true,true,true,confere
353,dt870_atualizacao,254,3,3,true,2,true,true,true,true,confere
354,dt870_atualizacao,255,3,3,true,2,true,true,true,true,confere
355,dt870_atualizacao,256,3,3,true,2,true,true,true,true,confere
356,dt870_atualizacao,257,3,3,true,2,true,true,true,true,confere
357,dt870_atualizacao,258,3,3,true,2,true,true,true,true,confere
358,dt870_atualizacao,259,3,3,true,2,true,true,true,true,confere
359,dt870_atualizacao,260,3,3,true,2,true,true,true,true,confere
360,dt870_atualizacao,261,3,3,true,2,true,true,true,true,confere
361,dt870_atualizacao,262,3,3,true,2,true,true,true,true,confere
362,dt870_atualizacao,263,3,3,true,2,true,true,true,true,confere
363,dt870_atualizacao,264,3,3,true,2,true,true,true,true,confere
364,dt870_atualizacao,265,3,3,true,2,true,true,true,true,confere
365,dt870_atualizacao,266,3,3,true,2,true,true,true,true,confere
366,dt870_atualizacao,267,3,3,true,2,true,true,true,true,confere
367,dt870_atualizacao,268,3,3,true,2,true,true,true,true,confere
368,dt870_atualizacao,269,3,3,true,2,true,true,true,true,confere
370,dt870_atualizacao,270,3,3,true,2,true,true,true,true,confere
371,dt870_atualizacao,271,3,3,true,2,true,true,true,true,confere
372,dt870_atualizacao,272,3,3,true,2,true,true,true,true,confere
373,dt870_atualizacao,273,3,3,true,2,true,true,true,true,confere
374,dt870_atualizacao,274,3,3,true,2,true,true,true,true,confere
375,dt870_atualizacao,275,3,3,true,2,true,true,true,true,confere
376,dt870_atualizacao,276,3,3,true,2,true,true,true,true,confere
377,dt870_atualizacao,277,3,3,true,2,true,true,true,true,confere
378,dt870_atualizacao,278,3,3,true,2,true,true,true,true,confere
379,dt870_atualizacao,279,3,3,true,2,true,true,true,true,confere
380,dt870_atualizacao,280,3,3,true,2,true,true,true,true,confere
381,dt870_atualizacao,281,3,3,true,2,true,true,true,true,confere
382,dt870_atualizacao,282,3,3,true,2,true,true,true,true,confere
383,dt870_atualizacao,283,3,3,true,2,true,true,true,true,confere
384,dt870_atualizacao,284,3,3,true,2,true,true,true,true,confere
385,dt870_atualizacao,285,3,3,true,2,true,true,true,true,confere
386,dt870_atualizacao,286,3,3,true,2,true,true,true,true,confere
387,dt870_atualizacao,287,3,3,true,2,true,true,true,true,confere
388,dt870_atualizacao,288,3,3,true,2,true,true,true,true,confere
389,dt870_atualizacao,289,3,3,true,2,true,true,true,true,confere
390,dt870_atualizacao,290,3,3,true,2,true,true,true,true,confere
391,dt870_atualizacao,291,3,3,true,2,true,true,true,true,confere
392,dt870_atualizacao,292,3,3,true,2,true,true,true,true,confere
393,dt870_atualizacao,293,3,3,true,2,true,true,true,true,confere
394,dt870_atualizacao,294,3,3,true,2,true,true,true,true,confere
395,dt870_atualizacao,295,3,3,true,2,true,true,true,true,confere
396,dt870_atualizacao,296,3,3,true,2,true,true,true,true,confere
397,dt870_atualizacao,297,3,3,true,2,true,true,true,true,confere
398,dt870_atualizacao,298,3,3,true,2,true,true,true,true,confere
399,dt870_atualizacao,299,3,3,true,2,true,true,true,true,confere
400,dt870_atualizacao,300,3,3,true,2,true,true,true,true,confere
401,dt870_atualizacao,301,3,3,true,2,true,true,true,true,confere
402,dt870_atualizacao,302,3,3,true,2,true,true,true,true,confere
403,dt870_atualizacao,303,3,3,true,2,true,true,true,true,confere
404,dt870_atualizacao,304,3,3,true,2,true,true,true,true,confere
405,dt870_atualizacao,305,3,3,true,2,true,true,true,true,confere
406,dt870_atualizacao,306,3,3,true,2,true,true,true,true,confere
407,dt870_atualizacao,307,3,3,true,2,true,true,true,true,confere
408,dt870_atualizacao,308,3,3,true,2,true,true,true,true,confere
409,dt870_atualizacao,309,3,3,true,2,true,true,true,true,confere
411,dt870_atualizacao,310,3,3,true,2,true,true,true,true,confere
412,dt870_atualizacao,311,3,3,true,2,true,true,true,true,confere
413,dt870_atualizacao,312,3,3,true,2,true,true,true,true,confere
414,dt870_atualizacao,313,3,3,true,2,true,true,true,true,confere
415,dt870_atualizacao,314,3,3,true,2,true,true,true,true,confere
416,dt870_atualizacao,315,3,3,true,2,true,true,true,true,confere
417,dt870_atualizacao,316,3,3,true,2,true,true,true,true,confere
418,dt870_atualizacao,317,3,3,true,2,true,true,true,true,confere
419,dt870_atualizacao,318,3,3,true,2,true,true,true,true,confere
420,dt870_atualizacao,319,3,3,true,2,true,true,true,true,confere
421,dt870_atualizacao,320,3,3,true,2,true,true,true,true,confere
422,dt870_atualizacao,321,3,3,true,2,true,true,true,true,confere
423,dt870_atualizacao,322,3,3,true,2,true,true,true,true,confere
424,dt870_atualizacao,323,3,3,true,2,true,true,true,true,confere
425,dt870_atualizacao,324,3,3,true,2,true,true,true,true,confere
426,dt870_atualizacao,325,3,3,true,2,true,true,true,true,confere
427,dt870_atualizacao,326,3,3,true,2,true,true,true,true,confere
428,dt870_atualizacao,327,3,3,true,2,true,true,true,true,confere
429,dt870_atualizacao,328,3,3,true,2,true,true,true,true,confere
430,dt870_atualizacao,329,3,3,true,2,true,true,true,true,confere
431,dt870_atualizacao,330,3,3,true,2,true,true,true,true,confere
433,dt870_atualizacao,331,3,3,true,2,true,true,true,true,confere
435,dt870_atualizacao,332,3,3,true,2,true,true,true,true,confere
436,dt870_atualizacao,333,3,3,true,2,true,true,true,true,confere
437,dt870_atualizacao,334,3,3,true,2,true,true,true,true,confere
438,dt870_atualizacao,335,3,3,true,2,true,true,true,true,confere
439,dt870_atualizacao,336,3,3,true,2,true,true,true,true,confere
440,dt870_atualizacao,337,3,3,true,2,true,true,true,true,confere
441,dt870_atualizacao,338,3,3,true,2,true,true,true,true,confere
442,dt870_atualizacao,339,3,3,true,2,true,true,true,true,confere
443,dt870_atualizacao,340,3,3,true,2,true,true,true,true,confere
444,dt870_atualizacao,341,3,3,true,2,true,true,true,true,confere
445,dt870_atualizacao,342,3,3,true,2,true,true,true,true,confere
446,dt870_atualizacao,343,3,3,true,2,true,true,true,true,confere
447,dt870_atualizacao,344,3,3,true,2,true,true,true,true,confere
451,dt870_atualizacao,345,3,3,true,2,true,true,true,true,confere
452,dt870_atualizacao,346,3,3,true,2,true,true,true,true,confere
453,dt870_atualizacao,347,3,3,true,2,true,true,true,true,confere
454,dt870_atualizacao,348,3,3,true,2,true,true,true,true,confere
455,dt870_atualizacao,349,3,3,true,2,true,true,true,true,confere
456,dt870_atualizacao,350,3,3,true,2,true,true,true,true,confere
457,dt870_atualizacao,351,3,3,true,2,true,true,true,true,confere
458,dt870_atualizacao,352,3,3,true,2,true,true,true,true,confere
459,dt870_atualizacao,353,3,3,true,2,true,true,true,true,confere
460,dt870_atualizacao,354,3,3,true,2,true,true,true,true,confere
461,dt870_atualizacao,355,3,3,true,2,true,true,true,true,confere
462,dt870_atualizacao,356,3,3,true,2,true,true,true,true,confere
463,dt870_atualizacao,357,3,3,true,2,true,true,true,true,confere
464,dt870_atualizacao,358,3,3,true,2,true,true,true,true,confere
465,dt870_atualizacao,359,3,3,true,2,true,true,true,true,confere
466,dt870_atualizacao,360,3,3,true,2,true,true,true,true,confere
467,dt870_atualizacao,361,3,3,true,2,true,true,true,true,confere
468,dt870_atualizacao,362,3,3,true,2,true,true,true,true,confere
469,dt870_atualizacao,363,3,3,true,2,true,true,true,true,confere
470,dt870_atualizacao,364,3,3,true,2,true,true,true,true,confere
471,dt870_atualizacao,365,3,3,true,2,true,true,true,true,confere
472,dt870_atualizacao,366,3,3,true,2,true,true,true,true,confere
473,dt870_atualizacao,367,3,3,true,2,true,true,true,true,confere
474,dt870_atualizacao,368,3,3,true,2,true,true,true,true,confere
475,dt870_atualizacao,369,3,3,true,2,true,true,true,true,confere
476,dt870_atualizacao,370,3,3,true,2,true,true,true,true,confere
477,dt870_atualizacao,371,3,3,true,2,true,true,true,true,confere
478,dt870_atualizacao,372,3,3,true,2,true,true,true,true,confere
480,dt870_atualizacao,373,3,3,true,2,true,true,true,true,confere
481,dt870_atualizacao,374,3,3,true,2,true,true,true,true,confere
482,dt870_atualizacao,375,3,3,true,2,true,true,true,true,confere
483,dt870_atualizacao,376,3,3,true,2,true,true,true,true,confere
484,dt870_atualizacao,377,3,3,true,2,true,true,true,true,confere
485,dt870_atualizacao,378,3,3,true,2,true,true,true,true,confere
486,dt870_atualizacao,379,3,3,true,2,true,true,true,true,confere
487,dt870_atualizacao,380,3,3,true,2,true,true,true,true,confere
488,dt870_atualizacao,381,3,3,true,2,true,true,true,true,confere
489,dt870_atualizacao,382,3,3,true,2,true,true,true,true,confere
490,dt870_atualizacao,383,3,3,true,2,true,true,true,true,confere
491,dt870_atualizacao,384,3,3,true,2,true,true,true,true,confere
492,dt870_atualizacao,385,3,3,true,2,true,true,true,true,confere
493,dt870_atualizacao,386,3,3,true,2,true,true,true,true,confere
494,dt870_atualizacao,387,3,3,true,2,true,true,true,true,confere
495,dt870_atualizacao,388,3,3,true,2,true,true,true,true,confere
496,dt870_atualizacao,389,3,3,true,2,true,true,true,true,confere
497,dt870_atualizacao,390,3,3,true,2,true,true,true,true,confere
498,dt870_atualizacao,391,3,3,true,2,true,true,true,true,confere
499,dt870_atualizacao,392,3,3,true,2,true,true,true,true,confere
500,dt870_atualizacao,393,3,3,true,2,true,true,true,true,confere
501,dt870_atualizacao,394,3,3,true,2,true,true,true,true,confere
502,dt870_atualizacao,395,3,3,true,2,true,true,true,true,confere
503,dt870_atualizacao,396,3,3,true,2,true,true,true,true,confere
504,dt870_atualizacao,397,3,3,true,2,true,true,true,true,confere
505,dt870_atualizacao,398,3,3,true,2,true,true,true,true,confere
506,dt870_atualizacao,399,3,3,true,2,true,true,true,true,confere
507,dt870_atualizacao,400,3,3,true,2,true,true,true,true,confere
510,dt870_atualizacao,401,3,3,true,2,true,true,true,true,confere
511,dt870_atualizacao,402,3,3,true,2,true,true,true,true,confere
512,dt870_atualizacao,403,3,3,true,2,true,true,true,true,confere
513,dt870_atualizacao,404,3,3,true,2,true,true,true,true,confere
514,dt870_atualizacao,405,3,3,true,2,true,true,true,true,confere
515,dt870_atualizacao,406,3,3,true,2,true,true,true,true,confere
516,dt870_atualizacao,407,3,3,true,2,true,true,true,true,confere
