secao,secao_idx,id_texto,texto
Amg1W,4,89,"*Em um Torneio Personalizado, o Organizador se torna Administrador do Torneio e detém a autoridade de decidir quando o torneio e as partidas começarão e quem poderá participar delas.
*A critério de um Organizador, um torneio pode ser cancelado repentinamente ou um participante pode perder o direito de jogar partidas.
*O Organizador pode assistir a partidas de outros usuários enquanto elas estiverem em andamento.
*Se o calendário da competição de um torneio já tiver terminado quando uma partida for concluída, os resultados dela não poderão ser confirmados, pois o torneio já encerrou.
*Se um período de manutenção começar antes da conclusão de uma partida, os resultados dela podem não ser contabilizados.
*Resultados podem ser atualizados em horários diferentes devido a períodos de manutenção ou o momento em que partidas se encerrarem. Em alguns casos, pode demorar um pouco para os resultados serem considerados.
*Medidas adequadas serão tomadas contra usuários que violarem os Termos de Uso.
*Um Torneio Personalizado pode ser cancelado sem aviso prévio. 
*O calendário da competição de um torneio dura 168 horas a partir do momento em que ele for criado. O torneio se encerrará quando esse período acabar, mesmo que os resultados finais ainda não tenham aparecido.
*O torneio ainda prosseguirá mesmo durante a manutenção. Seja ela comum ou de emergência, o calendário da competição pode se encerrar no meio dela se 168 horas se passarem.
*Em alguns casos, talvez não seja possível continuar usando um ou mais dos times ou estádios selecionados devido a circunstâncias das ligas reais, considerações de licenciamento etc. Observe que o torneio pode ser cancelado se não for possível continuar disputando-o durante o calendário da competição, seja qual for a decisão tomada pelo Organizador.
*Não é possível começar partidas depois do marco de 20 minutos antes do horário marcado para a manutenção."
Amg1W,4,90,Ponto
Amg1W,4,91,Pacote da Campanha
Amg1W,4,92,Selecione o time a ser usado no Torneio
Amg1W,4,93,Não é possível alterar o time após o Organizador iniciar a organização das partidas. A alteração deve ser feita antes do início da organização das partidas.
Amg1W,4,94,Não foi possível aplicar as configurações
Amg1W,4,95,"Especifique a Categoria se Time exigido estiver definido como ""Categoria""."
Amg1W,4,97,Conselho da última partida.
Amg1W,4,98,Jogue partidas para receber Conselho.
Amg1W,4,99,Hub Loja
Amg1W,4,100,Categoria de Pacote da Campanha
Amg1W,4,101,"Dispute partidas, ganhe pontos e troque pelos itens que quiser."
Amg1W,4,102,"Ganhe 10 pontos por disputar uma partida, ou 12 pontos por vencer uma partida."
Amg1W,4,103,"Para conferir, acesse [Missões] > [Central da Campanha] em Início ou selecione [Missões] > [Central da Campanha] na tela do menu em qualquer modo."
Amg1W,4,104,"Jogue partidas, obtenha pontos e abra um Pacote da Campanha de sua escolha."
Amg1W,4,105,Jogue uma partida determinada e ganhe 1 ponto.
Amg1W,4,106,"Há um limite para o número de pontos que podem ser adquiridos, então preste atenção ao selecionar qual Pacote da Campanha abrir."
Amg1W,4,107,*Os pontos adquiridos serão perdidos após expirarem.
Amg1W,4,108,*Os pontos adquiridos serão perdidos quando o período da campanha expirar.
Amg1W,4,109,*Pode não ser possível abrir cada Pacote da Campanha.
Amg1W,4,110,Total pts. em  
Amg1W,4,111, %s
Amg1W,4,113,Pontos obtidos
Amg1W,4,114,Pontos da semana %d
Amg1W,4,115,Itens não trocados
Amg1W,4,116,Limite de pontos da semana %d alcançado
Amg1W,4,117,Use os pontos adquiridos para comprar itens.
Amg1W,4,118,Espaço 1 (Destacados)
Amg1W,4,119,"Você vai adquirir um Distinguido todas as vezes.
A probabilidade de todos os jogadores é a mesma."
Amg1W,4,120,Probabilidades
Amg1W,4,121,Espaço 2
Amg1W,4,122,"No Espaço 2, cada jogador aparecerá na mesma probabilidade de %s％. A proporção de ocorrência nos espaços subsequentes mudará com base no número de jogadores restantes.
*Observe que as probabilidades podem estar arredondadas. Por conta disso, o total pode não somar exatamente 100％."
Amg1W,4,123,Bônus
Amg1W,4,124,%d vezes
Amg1W,4,125,Dummy
Amg1W,4,126,Dummy
Amg1W,4,127,Bônus disponível
Amg1W,4,128,dummy
Amg1W,4,129,Desconto restantes: %d
Amg1W,4,130,Restam %d Bônus
Amg1W,4,131,"Compre uma ""Contratação de 10 Jogadores"" desta lista com Desconto pelo número de vezes definido.
Mesmo de uma caixa for redefinida, o número restante de Descontos não será alterado.
(Algumas listas de jogadores especiais não podem ser revertidas.)"
Amg1W,4,133,Deslize para abrir
Amg1W,4,134,Insira o Nome do torneio
Amg1W,4,135,Nenhum Nome do torneio inserido. Insira um nome com 1 a 30 caracteres.
Amg1W,4,140,Bônus:  ×%d (restam %d)
Amg1W,4,141,Bônus: ×%d
Amg1W,4,142,Bônus:  ×%d (restam %d)
Amg1W,4,143,Bônus:  ×%d (restam %d)
Amg1W,4,144,"Ao comprar uma ""Contratação de 1 Jogador"" desta lista, obtenha Bônus até o número de vezes definido, mais o próprio jogador.
Mesmo de uma caixa for redefinida, o número restante de Bônus não será alterado.
(Algumas listas de jogadores especiais não podem ser revertidas.)"
Amg1W,4,145,Bônus:  ×%d (restam %d)
Amg1W,4,146,Bônus:  ×%d (restam %d)
Amg1W,4,147,Bônus: ×%d
Amg1W,4,148,Bônus: ×%d
Amg1W,4,149,Bônus: ×%d
Amg1W,4,150,Bônus: ×%d
Amg1W,4,151,"Ao comprar um ""Contratação de 10 Jogadores"" desta lista, obtenha Bônus até o número de vezes definido, mais os próprios jogadores.
Mesmo de uma caixa for redefinida, o número restante de Bônus não será alterado.
(Algumas listas de jogadores especiais não podem ser revertidas.)"
Amg1W,4,152,Confira o website oficial para ver as alterações das probabilidades ao usar um Bônus.
Amg1W,4,153,"A tabela abaixo mostra o número de jogadores adquiridos inicialmente, não o número de jogadores restantes no momento.
Selecione [Ver tudo] para conferir os jogadores restantes na Lista de jogadores."
Amg1W,4,154,%1$s| %2$d|: %3$s| %4$s| x %5$s| %6$s|
Amg1W,4,155,%1$s| %2$d|: %3$s| %4$s| x #%6$s| %5$s|
Amg1W,4,156,%s
Amg1W,4,157,Prêmio disponível no Seletor de Item
Amg1W,4,158,Jogadores especiais Bônus
Amg1W,4,159,Contratar Distinguido
Amg1W,4,160,Jogador contratado de um espaço garantido de Distinguido.
Amg1W,4,161,Pacote da Campanha %d
Amg1W,4,162,Sorteio diário
Amg1W,4,163,*O Sorteio diário é redefinido às ua0946692000.
Amg1W,4,166,Bônus:  ×%d (restam %d)
Amg1W,4,167,Bônus:  ×%d (restam %d)
Amg1W,4,168,Bônus: ×%d
Amg1W,4,169,Bônus: ×%d
Amg1W,4,170,"Para ativar este recurso em uma partida Contra a IA que permita Controle automático, vá para [Configurações]."
Amg1W,4,171,Obtenha %s.
Amg1W,4,172,Você vai recomeçar a partida do zero. Todo o progresso feito para concluir Objetivos durante esta partida será perdido. A progressão anterior à partida será restaurada.
Amg1W,4,173,"Você pode visualizar os comandos da partida em [Academia] > [Lista de comandos], ou em [Menu de Pausa] > [Lista de comandos] durante a partida."
Amg1W,4,174,Atualização ao vivo mais recente já disponível
Amg1W,4,175,Retornando à tela de título. Faça login de novo.
Amg1W,4,176,Veja os conselhos da partida.
Amg1W,4,177,Não é possível alterar o time
Amg1W,4,178,Não é possível alterar o time. O Organizador iniciou o processo de organização de partidas.
Amg1W,4,187,Iniciar
Amg1W,4,188,Ocorreu um erro de tempo esgotado
Amg1W,4,189,"Para continuar, aceite os termos mais uma vez."
Amg1W,4,198,%d Moedas eFootball™
Amg1W,4,199,%d Pontos eFootball™
Amg1W,4,200,%d GP
Amg1W,4,201,Ver Probabilidades de Bônus ↗
Amg1W,4,202,Games Store
Amg1W,4,203,Web Store
Amg1W,4,204,Ainda não é possível jogar este.
Amg1W,4,205,Código de convite
Amg1W,4,206,Válido de Código de convite: %s - %s
Amg1W,4,207,Insira o Código de convite
Amg1W,4,208,Convite
Amg1W,4,210,Objetivos do convite
Amg1W,4,213,Insira um Código de convite.
Amg1W,4,214,Confirmar
Amg1W,4,215,Ir para Objetivos
Amg1W,4,216,Venha encarar o Objetivos do convite!
Amg1W,4,217,Adquirido ao resgatar Código de presente
Amg1W,4,218,Não foi possível usar este Código de convite.
Amg1W,4,219,Este Código de convite já expirou.
Amg1W,4,220,Código de presente já atingiu o limite de resgates.
Amg1W,4,221,Conclua os objetivos e ganhe prêmios.
Amg1W,4,224,Desafio de convite concluído
Amg1W,4,226,Jogue partidas - Turnê de metas
Amg1W,4,227,Vença partidas - Turnê de metas 
Amg1W,4,228,Marque gols - Turnê de metas
Amg1W,4,229,Jogue partidas - Desafio do Elenco
Amg1W,4,230,Vença partidas - Desafio do Elenco 
Amg1W,4,231,Marque gols - Desafio do Elenco
Amg1W,4,232,Experimentar
Amg1W,4,233,Talvez depois
Amg1W,4,234,"Se o evento for reiniciado, todo o progresso no evento e as restrições de Cartas dos Jogadores serão excluídos e redefinidos ao padrão. Todos os prêmios aplicáveis serão trocados por Prêmios recorrentes."
Amg1W,4,235,"Usando o botão para alternar entre o time da casa e o visitante, selecione em qual time focar ao assistir à partida e verificar o Plano de jogo. O time não poderá ser trocado depois que a partida começar."
Amg1W,4,237,Convidar
Amg1W,4,238,Logo depois de roubar
Amg1W,4,239,"Dispute partidas, ganhe pontos e troque pelos itens que quiser. Ganhe 10 pontos por disputar uma partida, ou 12 pontos por vencer uma partida. Para conferir, acesse [Missões] > [Central da Campanha] em Início ou selecione [Missões] > [Central da Campanha] na tela do menu em qualquer modo."
Amg1W,4,240,"Jogue partidas, obtenha pontos e abra um Pacote da Campanha de sua escolha. Jogue uma partida determinada e ganhe 1 ponto. Há um limite para o número de pontos que podem ser adquiridos, então preste atenção ao selecionar qual Pacote da Campanha abrir. Para conferir, acesse [Missões] > [Central da Campanha] em Início ou selecione [Missões] > [Central da Campanha] na tela do menu em qualquer modo."
Amg1W,4,241,Ir para a loja
Amg1W,4,242,Este Código de convite é destinado à versão de console.
Amg1W,4,243,"Um dos Destacados disponíveis sempre aparecerá no Espaço 1 desta Jogadores especiais. Os Espaços 2-10 serão preenchidos aleatoriamente por um dos jogadores restantes, incluindo os Destacados."
Amg1W,4,244,Desafio de convite
Amg1W,4,255,Contrate um jogador de graça por dia
Amg1W,4,256,O melhor preço por um Conjunto!
Amg1W,4,257,+ %d jogadores
Amg1W,4,262,"Receba um jogador diariamente na Jogadores especiais.
O próximo Sorteio Diário pode ser feito a partir de ua0946692000 de cada dia.
O Sorteio Diário não será redefinido em nenhum outro horário, mesmo se uma caixa for redefinida."
Amg1W,4,294,Elo do Tesouro %d bloqueado
Amg1W,4,295,Todo o progresso no Evento e as Restrições das Cartas de Jogadores retornarão aos respectivos estados iniciais no início do Evento.
Amg1W,4,296,Seu Elo do Tesouro %d
Amg1W,4,297,Todos os prêmios recebidos
Amg1W,4,298,Fora da janela de transferências
Amg1W,4,299,Contrate novos jogadores quando a próxima janela de transferências começar.
Amg1W,4,300,Conferir cronograma.
Amg1W,4,301,Ver classificação.
Amg1W,4,302, ×%d
Amg1W,4,303, ×%d
Amg1W,4,305,Recupere 1 Vida em %s min.
Amg1W,4,306,Contrato aleatório
Amg1W,4,307,Contrato aleatório
Amg1W,4,308,Contrato Direto
Amg1W,4,309,O período do evento está encerrado.
Amg1W,4,310,INT %1$d| - %2$d|
Amg1W,4,311,Jogador do Time Ideal
Amg1W,4,312,Técnico do Time Ideal
Amg1W,4,313,Contrate novos jogadores do seu Time Ideal.
Amg1W,4,314,Pontos adquiridos
Amg1W,4,315,Use Moedas eFootball™ para recuperar %d Vidas. As Vidas podem ser usadas até %s. *Não é possível começar partidas depois do marco de 20 minutos antes do horário marcado para a manutenção.
Amg1W,4,316,Vidas recuperadas
Amg1W,4,317,Vidas no momento: %d
Amg1W,4,318,Vidas insuficientes
Amg1W,4,319,"Vidas são recuperadas ao longo do tempo, mas também é possível comprar com Moedas eFootball™."
Amg1W,4,322,Restam %d
Amg1W,4,324,"Este valor mostra as capacidades combinadas de um elenco com base na Pontuação Geral dos jogadores. Ele oscila com base na Resistência e na Condição dos jogadores, além dos diversos bônus. Fica mais fácil vencer uma Partida de Sinergia quando este número é mais alto para o seu time do que para o adversário."
Amg1W,4,325,Prêmios dos torcedores
Amg1W,4,326,Mais %s torcedores
Amg1W,4,327,Resultados da partida
Amg1W,4,328,Bônus obtidos
Amg1W,4,329,Aqui está um jogador que evoluiu para valer! %s passou de Normal a Distinguido!
Amg1W,4,330,Mostrar condições
Amg1W,4,331,Bônus de Sinergia
Amg1W,4,332,"Escale jogadores titulares que atendam às condições de bônus de Sinergia para aumentar a Sinergia. Para ver o aumento, alterne para a exibição do Plano de jogo."
Amg1W,4,333,%1$d| - %2$d|
Amg1W,4,334,Tipo de carta - %s
Amg1W,4,335,Categoria - %s
Amg1W,4,336,Nacional./Região - %s
Amg1W,4,337,Condição
Amg1W,4,338,Jogador bônus
Amg1W,4,339,Nome do jogador
Amg1W,4,340,Número de jogadores
Amg1W,4,341,Valor bônus
Amg1W,4,342,O Próximo Passo
Amg1W,4,343,Ainda Evoluindo
Amg1W,4,344,"%s continua se destacando nas partidas dele, sem se deixar ultrapassar pelos jogadores mais novos!"
Amg1W,4,345,Potencial Aproveitado
Amg1W,4,346,O talento oculto de %s veio à tona!
Amg1W,4,347,Menino de Ouro
Amg1W,4,348,Ele parece um futuro craque! %s pegou toda a liga de surpresa.
Amg1W,4,349,Oferta Especial (Dispensar)
Amg1W,4,350,"Uma oferta especial de %s foi recebida. Ganhe Pontos adicionais por dispensá-lo enquanto a oferta ainda estiver disponível, em vez dos prazos normais."
Amg1W,4,351,Orgulho Veterano
Amg1W,4,352,"%s está jogando de modo exemplar, é um modelo para o resto do time!"
Amg1W,4,353,Crescimento Repentino
Amg1W,4,354,Está na hora de prosperar! %s demonstrou um crescimento espantoso.
Amg1W,4,355,Treino Especial Extra
Amg1W,4,356,"Buscando se aprimorar ainda mais, %s quer participar de treinos especiais intensos. Se tudo der certo, ele dá impulso ao jogo dele, mas há risco de lesão. Realizar este treino?"
Amg1W,4,357,O treino especial extra foi um sucesso. %s melhorou bastante.
Amg1W,4,358,O treino especial extra deu errado. %s se lesionou e não poderá entrar nas próximas %d partidas.
Amg1W,4,359,%s descansou para se preparar para a próxima partida.
Amg1W,4,360,Clássico
Amg1W,4,361,A próxima partida é um clássico. O resultado terá um efeito enorme na Condição dos jogadores. Prepare-se para o jogo com ainda mais foco.
Amg1W,4,362,Vitória
Amg1W,4,363,O time venceu o clássico. O moral dos jogadores aumentou bastante.
Amg1W,4,364,Derrota
Amg1W,4,365,O time perdeu o clássico. O moral dos jogadores sofreu um pouco.
Amg1W,4,366,Empate
Amg1W,4,367,O clássico acabou em empate. Procure vencer o próximo.
Amg1W,4,368,Início da Temporada
Amg1W,4,369,A nova temporada já começou. Acesse [Próximo] > [Início] para jogar Partida de Sinergia e avançar na temporada.
Amg1W,4,370,Transferência Recomendada
Amg1W,4,371,"Você encontrou um jogador perfeito para reforçar seu time. Contrate-o agora em termos favoráveis. Para saber mais, acesse [Gerenciamento do Time] > [Reforço do Time]."
Amg1W,4,372,Lesão Grave
Amg1W,4,373,%s sofreu uma lesão grave por ter forçado seu limite. Ele vai estar fora da escalação por %d partidas.
Amg1W,4,374,Lesão Moderada
Amg1W,4,375,%s sofreu uma lesão moderada por ter se cansado por um período prolongado. Ele está fora da escalação por %d partidas.
Amg1W,4,376,Lesão Leve
Amg1W,4,377,%s sofreu uma lesão leve por ter se cansado. Ele está fora da escalação por %d partidas.
Amg1W,4,378,Novas Posições Potenciais
Amg1W,4,379,%s atende os critérios para uma nova posição. %s conquistou proficiência na posição %s.
Amg1W,4,385,União Perfeita
Amg1W,4,386,O moral do time está lá nas alturas. Todos os jogadores no elenco ganharão %d vezes mais Pontos de Experiência na próxima partida.
Amg1W,4,388,Inspiração de Atacante
Amg1W,4,389,Os ATs no elenco atual ganharão %d vezes mais Pontos de Experiência na próxima partida.
Amg1W,4,391,Inspiração de Meio-campista
Amg1W,4,392,Os MCs no elenco atual ganharão %d vezes mais Pontos de Experiência na próxima partida.
Amg1W,4,394,Inspiração de Defensor
Amg1W,4,395,Os ZGs e GOs no elenco atual ganharão %d vezes mais Pontos de Experiência na próxima partida.
Amg1W,4,397,Autoanálise
Amg1W,4,398,%s analisou o próprio jeito de jogar e encontrou maneiras mais eficientes de treinar.
Amg1W,4,400,Treino Especial
Amg1W,4,401,%s recebeu instruções de mentoria e aprendeu %s.
Amg1W,4,402,Treino Adiado
Amg1W,4,403,O técnico decidiu liberar os jogadores para descansar por um dia. Todos recuperaram um pouco de Resistência.
Amg1W,4,404,Folga
Amg1W,4,405,O técnico decidiu dar uma folga aos jogadores. Todos recuperaram Resistência.
Amg1W,4,406,Folga Especial
Amg1W,4,407,O clube premiou os jogadores com férias especiais extremamente relaxantes. Todos os jogadores recuperaram muita Resistência.
Amg1W,4,408,Receitas Extraordinárias
Amg1W,4,409,As mercadorias estão vendendo bem. %s Pontos foram obtidos.
Amg1W,4,410,Na Melhor Forma
Amg1W,4,411,%s agora está na melhor forma.
Amg1W,4,412,Fora de Forma
Amg1W,4,413,%s agora está fora de forma.
Amg1W,4,414,Embate de Opiniões
Amg1W,4,415,%s e %s não estão se entendendo.
Amg1W,4,416,Trabalho em Excesso
Amg1W,4,417,%s trabalhou demais e agora está exausto.
Amg1W,4,418,Saudade de Casa
Amg1W,4,419,"%s está com saudade de casa, o que piorou a Condição dele."
Amg1W,4,420,Doença
Amg1W,4,421,"Devido a uma doença, a Condição de %s piorou."
Amg1W,4,422,Em Sintonia
Amg1W,4,423,"%s e %s estão em perfeita sintonia, beneficiando bastante os dois."
Amg1W,4,424,Selecionar Nível da partida
Amg1W,4,425,Escolha o Nível da partida para enfrentar.
Amg1W,4,426,+
Amg1W,4,427,Aguarde a próxima lista ser divulgada.
Amg1W,4,430,Lançamento rasteiro
Amg1W,4,431,Passe aéreo em profund.
Amg1W,4,432,Habilidade do Goleiro que aumenta as capacidades físicas dos seus jogadores da ZG quando estiver ganhando o jogo após o intervalo.
Amg1W,4,438,Limite de pontos
Amg1W,4,439,Jogue partidas e ganhe novos torcedores para o clube. Ganhe prêmios de total de torcedores e prêmios de ranking com base no número de torcedores adicionados.
Amg1W,4,440,Nível da partida e Torcedores
Amg1W,4,441,Resultados da partida e Torcedores
Amg1W,4,442,O número de Nº de torcedores aumenta em graus diferentes com base nos resultados das partidas.
Amg1W,4,443,Cumpra + cond. bônus nas partidas para aumentar valores dos bônus.
Amg1W,4,444,Em Condição um pouco melhor
Amg1W,4,445,Em Condição melhor
Amg1W,4,446,Em Condição muito melhor
Amg1W,4,447,Em Condição excelente
Amg1W,4,448,Em Condição um pouco pior
Amg1W,4,449,Em Condição pior
Amg1W,4,450,Em Condição muito pior
Amg1W,4,451,Em condição péssima
Amg1W,4,452,Você conquistou o título! Esperamos que você continue curtindo a Liga Master Intensiva.
Amg1W,4,453,Jogador Grátis
Amg1W,4,454,Pode ser contratado de graça.
Amg1W,4,455,Reforço do Time
Amg1W,4,456,Contrate jogadores e técnicos.
Amg1W,4,457,Episódios
Amg1W,4,458,Confira episódios anteriores.
Amg1W,4,459,Info. Torcedores
Amg1W,4,460,"Ao jogar na ponta no campo de ataque, o Pivô passa para o Jogador-chave e corre para o centro para receber um passe de volta. Os dois jogadores ganham maior precisão no passe e no controle de bola."
Amg1W,4,461,Contratar no dia de jogo %d-%d.
Amg1W,4,462,Contrate a qualquer momento.
Amg1W,4,464,Lista de Episódios
Amg1W,4,465,"É necessário um ambiente de altas especificações para jogar como ""Alta"". Se ocorrerem erros ao jogar, selecione ""Padrão"" ou ""Mais baixa (Priorizar jogabilidade)""."
Amg1W,4,466,As prioridades serão as habilidades e a Resistência dos jogadores ao selecionar os titulares e reservas.
Amg1W,4,467,As prioridades serão as habilidades e a Condição dos jogadores ao selecionar os titulares e reservas.
Amg1W,4,468,Contr. Aleatórios (Condição Esp.)
Amg1W,4,469,Assinar Contratos Aleatórios (Condição Especial): %d
Amg1W,4,470,"Use o Contrato Aleatório aplicável para concluir este Objetivo.
Condição: não ter contratado %d jogadores com Tipo de carta Épico da lista de jogadores especiais aplicável.
*Você não conclui o Objetivo se essa condição não for atendida."
Amg1W,4,471,"Use o Contrato Aleatório aplicável para concluir este Objetivo.
Condição: não ter contratado %d jogadores com Tipo de carta Big Time da lista de jogadores especiais aplicável.
*Você não conclui o Objetivo se essa condição não for atendida."
Amg1W,4,472,"Use o Contrato Aleatório aplicável para concluir este Objetivo.
Condição: não ter contratado %d jogadores com Tipo de carta Show Time da lista de jogadores especiais aplicável.
*Você não conclui o Objetivo se essa condição não for atendida."
Amg1W,4,473,Início da janela de transferências
Amg1W,4,474,Fique de olho na Condição
Amg1W,4,475,Conservar Resistência é Vital
Amg1W,4,476,Confira a janela de transferências e acesse [Gerenciamento do Time] para contratar jogadores.
Amg1W,4,477,A Condição dos jogadores afeta a Sinergia. Coloque os jogadores na sua escalação em boa Condição.
Amg1W,4,478,A Resistência dos jogadores afeta a Sinergia. Administre os níveis de energia cuidadosamente. Todos os jogadores agora recuperaram um pouco de Resistência.
Amg1W,4,479,"Jogue partidas, ganhe pontos e levante troféus.
Ganhe 11 pontos por disputar uma partida.
Receba pontos bônus se jogadores titulares do adversário atenderem às seguintes condições.
・Jogador com Nacionalidade elegível para bônus: 1 ponto por jogador
・Jogador com Nacionalidade elegível para bônus: 3 pontos pelo 1º jogador de cada Nacional./Região válido
・Jogador com Nacionalidade elegível para bônus: 30 pontos pelo 11º jogador de cada Nacional./Região válido
Para conferir, acesse [Missões] > [Central da Campanha] em Início ou selecione [Missões] > [Central da Campanha] na tela do menu em qualquer modo."
Amg1W,4,480, %s Pontos obtidos.
Amg1W,4,481,Dispense um jogador do time durante o Evento para obter  %s Pontos.
Amg1W,4,482,Boas-vindas à Liga Master Intensiva
Amg1W,4,483,Tente Vencer a Liga
Amg1W,4,484,Reforce seu time e tente conquistar o título da liga.
Amg1W,4,485,Ganhe mais Torcedores
Amg1W,4,486,Ganhe Torcedores para conquistar prêmios.
Amg1W,4,487,Acumule Sinergia
