id,nome_en,nome_jp,nome_cn,no_dt200,no_dt870
100803,Jofuku Hiroshi,城福 浩,城福浩,true,true
100883,André Jardine,アンドレ ジャルディネ,安德烈·亚尔迪内,true,true
100899,Pepa,ペパ,佩帕,false,true
100905,Claudio Úbeda,クライディオ ウベダ,克劳迪奥·乌韦达,true,true
100936,Vasco Seabra,ヴァスコ セアブラ,瓦斯科·塞亚布拉,true,true
100961,Ishii Masatada,石井 正忠,石井正忠,false,true
100962,Oniki Toru,鬼木 達,鬼木达,true,true
100969,Totchtawan S.,トッチタワン スリパーン,托达万·西里攀,true,true
101066,D. Tedesco,ドメニコ テデスコ,多梅尼科·特德斯科,false,true
101087,A. Stanojević,A. スタノイェヴィッチ,斯塔诺,false,true
101154,João Henriques,ジョアン エンリケス,若昂·恩里克斯,false,true
101207,Derek McInnes,デレク マキネス,德雷克·麦金尼斯,true,true
101228,S. Robinson,スティーヴン ロビンソン,斯蒂芬·鲁滨逊,true,true
101243,Yomoda Shuhei,四方田 修平,四方田修平,true,true
101251,Cho Kwi-Jae,チョウ キジェ,曹贵裁,true,true
101256,Kosta Runjaic,コスタ ルニャイッチ,科斯塔·鲁尼亚伊奇,true,true
101299,Okan Buruk,オカン ブルク,奥坎·布鲁克,true,true
101326,Miura Fumitake,三浦 文丈,三浦文丈,true,true
101351,Neil McCann,ニール マッキャン,尼尔·麦卡恩,true,true
101371,Kiyama Takashi,木山 隆之,木山隆之,true,true
101375,Simo Valakari,シモ ヴァラカリ,西莫·瓦拉卡里,true,true
101383,Nagasawa Tetsu,長澤 徹,长泽彻,true,true
101428,Yoshida T.,吉田 孝行,吉田孝行,true,true
101436,Peter Leven,ピーター レヴェン,森直树,false,true
101521,Hasebe S.,長谷部 茂利,长谷部茂利,true,true
101522,Sergen Yalçın,セルゲン ヤルチュン,塞尔根·亚尔琴,true,true
101550,Shibuya Hiroki,渋谷 洋樹,涩谷洋树,true,true
101562,İsmail Kartal,イスマイル カルタル,伊斯梅尔·卡塔尔,false,true
101566,Takagi Takuya,高木 琢也,高木琢也,true,true
101592,Thorsten Fink,トルステン フィンク,托尔斯滕·芬克,true,true
101616,Kawai Kenta,川井 健太,川井健太,true,true
101617,J.Berthel Askou,イェンス ベアテル アスコウ,延斯·阿斯库,true,true
101622,Dennis Amato,デニス アマト,丹尼斯·阿马托,true,true
101626,Jukkapant P.,ジュカパント プンペー,朱甲班·本比,true,true
101635,Surapong K.,スラポン コンテープ,素拉蓬·空贴,false,true
101637,Miloš Joksić,ミロシュ ヨクシッチ,米洛什·约克西奇,true,true
101638,D. Martindale,デイヴィッド マーティンデイル,戴维·马丁代尔,false,true
101672,Rangsan V.,ランサン ヴィワチャイチョック,朗桑·威瓦差乔,true,true
101742,Sudo Daisuke,須藤 大輔,须藤大辅,true,true
101745,José Alves,ジョゼ アウヴェス,若泽·阿尔维斯,false,true
101813,Sirisak Y.,シリサック ヨドヤダイ,西里撒·约亚泰,true,true
101838,S. Stoilov,スタニミル ストイロフ,斯坦尼米尔·斯托伊洛夫,true,true
101860,Steve Corica,スティーブ コリカ,史蒂夫·科里卡,false,true
101886,Johan Cruyff,ヨハン クライフ,约翰·克鲁伊夫,false,true
101899,Wouter Vrancken,ワウテル フランケン,沃特·弗兰肯,false,true
101967,V. Italiano,ヴィンチェンツォ イタリアーノ,温琴佐·伊塔利亚诺,false,true
101975,Sasom P.,サソム ポップラスー,萨松·波巴塞,true,true
101999,Jim Goodwin,ジム グッドウィン,吉姆·古德温,true,true
102009,Paolo Zanetti,パオロ ザネッティ,保罗·扎内蒂,false,true
102027,Metin Diyadin,メティン ディヤディン,梅廷·迪亚丁,true,true
102070,Adachi Ryo,安達 亮,安达亮,true,true
102080,Hansi Flick,ハンジ フリック,汉斯·弗里克,true,true
102109,Mikel Arteta,ミケル アルテタ,迈克尔·阿特塔,true,true
102134,Akiba Tadahiro,秋葉 忠宏,秋叶忠宏,false,true
102165,Mirel Rădoi,ミレル ラドイ,米雷尔·勒多伊,true,true
102196,Rui Borges,ルイ ボルジェス,瑞·博尔赫斯,true,true
102227,César Peixoto,セーザル ペイショト,塞萨尔·佩肖托,true,true
102314,Ruben Amorim,ルベン アモリム,鲁本·阿莫里姆,false,true
102318,Arun T.,アルン トゥルワッタナンクン,阿伦·图尔瓦塔纳安库尔,true,true
102338,S.Silaidopoulos,ソティリス シライドプロス,索蒂里斯·西莱多普洛斯,true,true
102370,Yoshida Ken,吉田 謙,吉田谦,true,true
102387,Xisco Muñoz,シスコ ムニョス,西斯科·穆尼奥斯,true,true
102471,Emre Belözoğlu,エムレ ベロゾール,埃姆雷·贝罗佐格鲁,true,true
102518,Risto Vidaković,リスト ヴィダコヴィッチ,里斯托·维达科维奇,true,true
102597,Thomas Reis,トーマス ライス,托马斯·赖斯,false,true
102606,Bruno Pinheiro,ブルーノ ピニェイロ,布鲁诺·皮涅罗,false,true
102607,Álvaro Pacheco,アルバロ パシェコ,阿尔瓦罗·帕切科,true,true
102648,Kogiku Akio,小菊 昭雄,小菊昭雄,true,true
102664,İlhan Palut,イルハン パルト,伊翰·帕吕,true,true
102697,Robert Lilley,ロバート リリー,鲍勃·利利,false,true
102699,Junior Gonzalez,フニオール ゴンサレス,胡尼奥尔·冈萨雷斯,false,true
102700,Mark Briggs,マーク ブリッグス,马克·布里格斯,false,true
102701,Ben Pirmann,ベン パーマン,本·皮尔曼,false,true
102702,Ryan Martin,ライアン マーティン,瑞安·马丁,false,true
102708,Neill Collins,ニール コリンズ,尼尔·科林斯,false,true
102712,Wílmer Cabrera,ウィルメル カブレラ,维尔默·卡布雷拉,false,true
102716,Brendan Burke,ブレンダン バーク,布伦丹·伯克,false,true
102717,Danny Cruz,ダニー クルス,丹尼·克鲁兹,false,true
102747,Carlos Llamosa,カルロス ジャモサ,卡洛斯·亚莫萨,false,true
102761,Michael Carrick,マイケル キャリック,迈克尔·卡里克,true,true
102784,David Gray,デイヴィッド グレイ,大卫·格雷,true,true
102789,Volkan Demirel,ヴォルカン デミレル,沃尔坎·迪米雷尔,false,true
102791,Zeki Göle,ゼキ ギョレ,泽基·格莱,true,true
102805,Serkan Özbalta,セルカン エズバルタ,塞尔坎·奥兹巴尔塔,true,true
102809,Matsuhashi R.,松橋 力蔵,松桥力藏,true,true
102815,Atila Gerin,アティラ ゲリン,阿蒂拉·盖林,true,true
102828,Oscar Hiljemark,オスカル ヒリェマルク,奥斯卡·希耶马克,false,true
102835,Vasco Matos,ヴァスコ マトス,瓦斯科·马托斯,false,true
102867,Recep Uçar,レジェプ ウチャル,雷杰普·乌恰尔,true,true
102874,Somchai C.,ソムチャイ チュアイブンチュム,颂猜·蔡邦春,true,true
102913,Alex Covelo,アレックス コベロ,亚历克斯·科韦洛,false,true
102973,Kim Pan-Gon,キム パンゴン,金判坤,true,true
102977,Çağdaş Atan,チャーダシュ アタン,恰达什·阿坦,false,true
103001,Khano Smith,カノ スミス,卡诺·史密斯,false,true
103005,Nuri Şahin,ヌリ シャヒン,努里·沙欣,true,true
103013,F. Farioli,フランチェスコ ファリオーリ,弗朗切斯科·法廖利,true,true
103014,Sami Uğurlu,サミ ウーウルル,萨米·乌尔鲁,false,true
103040,N. Pèlach Nadal,ナルシス ペラッチ ナダル,纳西斯·佩拉赫·纳达尔,false,true
103042,R. Palladino,ラッファエーレ パッラディーノ,拉法埃莱·帕拉迪诺,true,true
103049,Claudio Soucek,クラウディオ ソチェック,克劳迪奥·索切克,false,true
103087,Fatih Tekke,ファティフ テッケ,法蒂赫·泰克,true,true
103105,Selçuk İnan,セルチュク イナン,塞尔丘克·伊南,true,true
103114,A. Gilardino,アルベルト ジラルディーノ,阿尔贝托·吉拉尔迪诺,false,true
103134,Kuroda Go,黒田 剛,黑田刚,true,true
103135,Yokouchi A.,横内 昭展,横内昭展,true,true
103136,Kobayashi Y.,小林 慶行,小林庆行,true,true
103138,Maciej Skorża,マチェイ スコルジャ,马切伊·斯科尔扎,false,true
103185,Devin Rensing,デヴィン レンシング,德文·伦辛,false,true
103328,Tamura Yuzo,田村 雄三,田村雄三,true,true
103334,P. Kluivert,パトリック クライファート,帕特里克·克鲁伊维特,false,true
103342,Paolo Bianco,パオロ ビアンコ,保罗·比安科,false,true
103363,Arthur Papas,アーサー パパス,亚瑟·帕帕斯,true,true
103406,Sean McAuley,ショーン マコーリー,肖恩·麦考利,false,true
103407,Burak Yılmaz,ブラク ユルマズ,布拉克·伊尔马兹,false,true
103408,Albert Riera,アルベルト リエラ,阿尔伯特·列拉,true,true
103412,Danny Röhl,ダニー レール,丹尼·勒尔,true,true
103451,Cesc Fàbregas,セスク ファブレガス,塞斯克·法布雷加斯,true,true
103453,Worrawoot S.,ワーラウート スィーマカー,沃拉武特·斯里马卡,true,true
103475,John Bradford,ジョン ブラッドフォード,约翰·布拉德福德,false,true
103505,Shigaki Ryo,志垣 良,志垣良,false,true
103506,Moriyama Y.,森山 佳郎,森山佳郎,true,true
103529,Dennis Sanchez,デニス サンチェス,丹尼斯·桑切斯,false,true
103531,James Chambers,ジェームズ チェンバーズ,詹姆斯·钱伯斯,false,true
103536,Danny Dichio,ダニー ディキオ,丹尼·迪奇奥,false,true
103558,Özhan Pulat,エズハン プラト,厄兹汉·普拉特,false,true
103575,Tiago Margarido,チアゴ マルガリード,蒂亚戈·马加里多,true,true
103576,Danny Stone,ダニー ストーン,丹尼·斯通,false,true
103581,A. Chalitaporn,アカタポーン チャリタポーン,阿卡拉·查里塔蓬,false,true
103602,Ignazio Abate,イニャーツィオ アバーテ,伊尼亚齐奥·阿巴特,false,true
103630,Mikami Tatsuo,見上 辰夫,见上辰夫,false,true
103641,Mark Jackson,マーク ジャクソン,马克·杰克逊,true,true
103652,Nidzam Jamil,ニザム ジャミル,尼扎姆·贾米尔,false,true
103662,Jordan Stewart,ジョーダン スチュアート,乔丹·斯图尔特,false,true
103666,Ian Cathro,イアン キャスロ,伊恩·卡斯罗,true,true
103674,Ratthee U.,ラッティー ユアタンパイサーン,拉提·威亚他那派桑,true,true
103675,Efraín Váldez,エフライン バルデス,埃弗拉因·巴尔德斯,false,true
103702,Manager A,監督A,教练A,false,true
103703,Manager B,監督B,教练B,false,true
103704,Manager C,監督C,教练C,false,true
103734,João Pereira,ジョアン ペレイラ,若昂·佩雷拉,true,true
103739,Pa-Modou Kah,パ モドゥ カー,帕-莫杜·卡,false,true
103765,Luke Spencer,ルーク スペンサー,卢克·斯宾塞,false,true
103766,Hugo Oliveira,ウーゴ オリヴェイラ,雨果·奥利维拉,true,true
103779,Kimori Daisuke,樹森 大介,树森大介,true,true
103793,Terry Boss,テリー ボス,特里·博斯,false,true
103802,Gastón Maddoni,ガストン マッドーニ,加斯东·马多尼,false,true
103810,Kuraishi Keiji,倉石 圭二,仓石圭二,false,true
103812,Wasapol K.,ワサポーン キャウパルック,瓦萨波·凯乌帕鲁克,false,true
103817,Cristian Chivu,クリスティアン キヴ,克里斯蒂安·齐沃,true,true
103829,Guido Pizarro,ギド ピサロ,吉多·皮萨罗,false,true
103857,John McGlynn,ジョン マクグリン,约翰·麦克格林,true,true
103859,Luís Pinto,ルイス ピント,路易斯·平托,false,true
103874,Vasco B.d.Costa,ヴァスコ ボチーリョ ダコスタ,瓦斯科·B·达科斯塔,true,true
103905,Steven Pressley,スティーヴン プレスリー,史蒂文·普雷斯利,true,true
103906,Carlos Vicens,カルロス ビセンス,卡洛斯·维森斯,true,true
103907,Benny Feilhaber,ベニー フェイルハバー,本尼·费尔哈伯,false,true
103917,Oshima Hideo,大島 秀夫,大岛秀夫,true,true
103935,Gonçalo Feio,ゴンサロ フェイオ,贡萨洛·费奥,false,true
103939,Carlos Cuesta,カルロス クエスタ,卡洛斯·奎斯塔,true,true
103946,D. Casciato,ドミニク カッシャート,多米尼克·卡夏托,false,true
103955,Custódio Castro,クストジオ カストロ,库斯托迪奥·卡斯特罗,true,true
103981,Miyazawa Yuki,宮沢 悠生,宫泽悠生,true,true
103984,Radomir Đalović,ラドミル ジャロヴィッチ,拉多米尔·贾洛维奇,false,true
103988,João Nuno,ジョアン ヌーノ,若昂·努诺,false,true
103998,C. Gamel,クリストフ ギャメル,克里斯托弗·加梅尔,false,true
103999,Devan Kuppusamy,デヴァン クップサミ,,false,true
104000,J. McAllister,ジェイミー マカリスター,杰米·麦卡利斯特,true,true
104001,Yusri Che Lah,ユースリ チェー ラー,尤斯里·切·拉,true,true
104002,Wan Rohaimi,ワン ロハイミ,万·罗海米,true,true
104003,Maniam P.,マニアム パチャイアッパン,马尼亚姆·帕查亚潘,true,true
104004,J.P. De Marigny,ジャン ポール デ マリニー,让·保罗·德马里尼,false,true
104005,Aidil Sharin,アイディル シャリン,艾迪尔·沙林,true,true
104006,Elavarasan E.,エラヴァラサン エランゴワン,埃拉瓦拉桑·埃兰戈万,true,true
104007,Akmal Rizal,アクマル リザル,,false,true
104024,Alan McCann,アラン マッキャン,阿兰·麦卡恩,false,true
104026,Imaya Naoki,今矢 直城,今矢直城,true,true
104032,Okuma Yuji,大熊 裕司,大熊裕司,true,true
104057,Mario Ivanković,マリオ イヴァンコヴィッチ,马里奥·伊万科维奇,false,true
104068,Tengku Hazman,テンク ハズマン,滕库·哈兹曼,true,true
104077,Gert Engels,ゲルト エンゲルス,格特·恩格斯,false,true
104078,Tsukahara S.,塚原 真也,塚原真也,true,true
104079,Makino Tomoaki,槙野 智章,槙野智章,true,true
104080,Funakoshi Yuzo,船越 優蔵,船越优藏,true,true
104082,Dennis Schmitt,デニス シュミット,丹尼斯·施密特,false,true
104083,Jens Wissing,イェンス ヴィッシング,延斯·维辛,true,true
104085,Takahashi Yuki,高橋 勇菊,高桥勇菊,true,true
104086,Bartosch Gaul,バルトシュ ガウル,巴托施·高尔,true,true
104090,Marvin Bartley,マーヴィン バートリー,马文·巴特利,false,true
104093,Paolo Sammarco,パオロ サンマルコ,保罗·萨马尔科,false,true
104096,V. Vujović,ヴラデイミル ヴヨヴィッチ,弗拉基米尔·武约维奇,true,true
104099,Rob Vincent,ロブ ヴィンセント,罗布·文森特,false,true
104100,Levent Şahin,レヴェント シャヒン,莱文特·沙欣,false,true
104101,Jay Heaps,ジェイ ヒープス,杰伊·希普斯,false,true
104104,Erling Moe,アーリン モー,埃尔林·穆厄,false,true
104105,Hemmi Masaki,辺見 昌樹,边见昌树,false,true
104109,A. Limbrick,アンソニー リンブリック,安东尼·利布里克,false,true
104119,Gil Lameiras,ジウ ラメイラス,吉尔·拉梅拉斯,true,true
104121,Craig McLeish,クレイグ マクリーシュ,克雷格·麦克利什,true,true
104139,Rajan Koran,ラジャン コラン,拉詹·科兰,true,true
104141,Juan Torres,ファン トーレス,胡安·托雷斯,true,true
104142,Simon Bird,サイモン バード,西蒙·伯德,false,true
104147,Tsukada Yuji,塚田 雄二,冢田雄二,true,true
104148,Lee Jung-Soo,イ チョンス,李正秀,false,true
104151,Mustafa Aksoy,ムスタファ アクソイ,穆斯塔法·阿克索伊,false,true
104153,Tanaka Tatsuya,田中 達也,田中达也,true,true
104154,Scott Arfield,スコット アーフィールド,斯科特·阿菲尔德,false,true
104155,Otani Takefumi,大谷 武文,大谷武文,true,true
104156,Z. Fitree Ishak,ザイルル フィッツリーイスハク,Z·菲特里·伊沙克,true,true
104160,Arnon Bandasak,アーノン バンダーサーク,阿农·班达萨,true,true
104161,Sérgio Fonseca,セルジオ フォンセカ,塞尔吉奥·丰塞卡,true,true
104165,S. Küçükbayrak,セルタッチ キュチュクバイラク,塞尔塔奇·库丘克巴伊拉克,true,true
104171,Harnarong C.,ハーンナローン C.,哈纳荣·春哈库纳功,true,true
104172,Uğur Uçar,ウーウル ウチャル,乌乌尔·乌恰尔,true,true
104174,João Gião,ジョアン ジアン,若昂·吉昂,false,true
104210,A. Johansson,アルフレド ヨハンソン,阿尔弗雷德·约翰逊,false,true
104223,Abel Mourelo,アベル モウレロ,阿贝尔·莫雷诺,false,true
104224,Sérgio Ferreira,セルジオ フェヘイラ,塞尔吉奥·费雷拉,false,true
104225,Yoshimoto T.,吉本 岳史,吉本岳史,false,true
104231,Myojin Tomokazu,明神 智和,明神智和,false,true
104232,Filipe Coelho,フィリピ コエーリョ,菲利佩·科埃略,false,true
4194305,R. Martínez,ロベルト マルティネス,罗伯托·马丁内斯,true,true
4194321,Rudi Garcia,リュディ ガルシア,鲁迪·加西亚,true,true
4194330,Gennaro Gattuso,ジェンナーロ ガットゥーゾ,詹纳罗·加图索,true,true
4194333,V. Montella,ヴィンチェンツォ モンテッラ,文森佐·蒙特拉,true,true
4194394,Ståle Solbakken,ストーレ ソルバッケン,斯塔勒·索尔巴肯,true,true
4194444,D. Deschamps,ディディエ デシャン,迪迪埃·德尚,true,true
4194507,Zlatko Dalić,ズラトコ ダリッチ,兹拉特科·达利奇,true,true
4194654,Ronald Koeman,ロナルド クーマン,罗纳德·库曼,true,true
4194694,Jan Urban,ヤン ウルバン,扬·乌尔班,true,true
4294674,Anthony Hudson,アンソニー ホジソン,安东尼·哈德森,true,true
4295031,S. Beccacece,セバスティアン ベッカセセ,塞瓦斯蒂安·贝卡切切,true,true
4295075,L. Spalletti,ルチアーノ スパレッティ,卢西亚诺·斯帕莱蒂,false,true
4295122,Thomas Tuchel,トーマス トゥヘル,托马斯·图赫尔,true,true
4295265,Ishii Masatada,石井 正忠,石井正忠,false,true
4296111,Lionel Scaloni,リオネル スカローニ,利昂内尔·斯卡洛尼,true,true
4296437,P. Cklamovski,ピーター クラモフスキー,彼得·克拉科夫斯基,true,true
4296538,J. Nagelsmann,ユリアン ナゲルスマン,尤利安·纳格尔斯曼,true,true
4297638,P. Kluivert,パトリック クライファート,帕特里克·克鲁伊维特,false,true
8388612,Eum Yeongjun,ウム ヨンジュン,阴勇俊,true,true
8388638,Sotirio Tellini,ソティリオ テッリーニ,西蒂里奥·泰利尼,true,true
8388639,Galileo Berio,ガリレオ ベリオ,加利莱奥·贝里奥,true,true
8388641,Adolfo Solinas,アドルフォ ソリナス,阿道夫·索利纳斯,false,true
8388658,Samuel Raya,サムエル ラジャ,萨穆埃尔·拉亚,true,true
8388660,Cristo Valbuena,クリスト バルブエナ,克里斯托·巴尔武埃纳,true,true
8388677,Damia Culebras,ダミア クレブラス,达米亚·库莱布拉斯,true,true
8388678,Laurenço Serpa,ラウレンソ セルパ,劳伦科·塞尔帕,true,true
8388690,Santi Bermejo,サンティ ベルメホ,桑蒂·贝尔梅霍,false,true
8388693,Eve Coronado,エバートン コロナド,埃弗顿·科罗纳多,true,true
8388695,Quiqe Morieda,キケ モリエーダ,基克·莫里埃达,true,true
8388696,Aritz Alcaide,アリッツ アルカイデ,阿里茨·阿尔凯德,true,true
8388701,Salva Doron,サルバ ドゥロン,萨尔瓦·多龙,true,true
8388714,Giovam Ripa,ジョバンバッティスタ リーパ,焦万巴蒂斯塔·里帕,true,true
8388716,Raf Console,ラフ コンソーレ,拉夫·孔索莱,false,true
8388718,Dante Macchio,ダンテ マッチオ,丹特·马基奥,true,true
8388721,Frank Pietri,フランク ピエトリ,弗兰克·彼得里,false,true
8388722,Jason Skaer,ジェイソン スケア,杰森·斯卡,true,true
8388732,Lance Boucher,ランス バウチャー,朗斯·鲍彻,true,true
8388735,Zuriel Convery,ズリエル コンヴェリー,祖里埃尔·康韦利,false,true
8388752,Didac Viola,ディダック ビオラ,迪达克·比奥拉,true,true
8388755,Sacco Vink,サコ フィンク,萨科·芬克,true,true
8388758,Evert J. Postma,エフェルト ヤン ポストマ,埃弗尔特-扬·波斯特马,true,true
8388768,German de Landa,ヘルマン デ ランダ,赫尔曼·德兰达,true,true
8388774,Jarabe Bayo,ハラベ バヨ,哈拉贝·巴约,false,true
8388778,Tomas del Campo,トマス デル カンポ,托马斯·德尔坎波,true,true
8388779,Florentino Lopo,フロレンティノ ロポ,弗洛伦蒂诺·洛波,true,true
8388780,Hilari Cererols,イラリオ セレロールス,伊拉里奥·塞莱罗尔斯,true,true
8388805,Francisco Erice,フランシスコ エリセ,弗朗西斯科·埃里塞,true,true
8388806,Julen Abril,フレン アブリル,胡伦·阿夫里尔,false,true
8388824,Luis A. Roman,ルイス アルベルト ロマン,路易斯-阿尔维托·罗曼,true,true
8388829,Blas Weindler,ブラス バインドラー,布拉斯·魏因德勒,false,true
8388837,Sergio C. Real,セルジオ コルテ レアル,塞尔吉奥·科尔特-雷亚尔,true,true
8388845,Mario Saura,マリオ サウラ,马里奥·绍拉,false,true
8388846,F. Amatriain,ファウスト アマトリアイン,福斯托·阿马特里安,true,true
8388847,Carl Herz,カール ハーツ,卡尔·赫茨,false,true
8388848,Gaspard Massé,ガスパール マセ,加斯帕尔·马斯,true,true
8388854,Amédée Foch,アメデ エルネスト フォッシュ,阿梅代-埃内斯特·福修,true,true
8388863,Louis Voynet,ルイ フェルディナン ヴォワネ,路易-费迪南·瓦内,true,true
8388868,Pierre Marteau,ピエール マルトー,皮埃尔·马尔托,true,true
8388870,Alph Hignard,アルフォンス イニャール,阿尔方斯·伊纳,true,true
8388874,Guy Bisserrier,ギー ビザリア,居伊·比塞里埃,true,true
8388877,Oscar Karmona,オスカル カルモナ,奥斯卡·卡尔莫纳,true,true
8388880,Hank Braun,ハンク ブラウン,汉克·布朗,false,true
8388883,Egoitz Aragon,エゴイツ アラゴン,埃戈伊茨·阿拉贡,false,true
8388887,Laurenço P.,ラウレンソ ペサーニャ,劳伦科·佩萨尼亚,true,true
8388889,Fran Eizaguirre,フランセスク イサギーレ,弗兰塞斯克·埃萨奇尔,false,true
8388891,Hernan Santos,エルナン サントス,埃尔南·桑托斯,true,true
8388901,Martin Ezquerro,マルティン エスケーロ,马丁·埃斯克罗,true,true
8388905,Clementio Ayres,クレメンティオ アイレス,克莱门蒂奥·艾雷斯,true,true
8388922,Ricard Philby,リチャード フィルビー,里卡德·菲尔比,true,true
8388930,Poul Mathiesen,ポウル マタイセン,波尔·马蒂森,true,true
8388937,Reveriano Saura,レベリアーノ サウラ,雷维里亚诺·绍拉,false,true
8388941,Hernan Barrera,エルナン バレーラ,埃尔南·巴雷拉,true,true
8388945,Amancio Galindo,アマンシオ ガリンド,阿曼西奥·加林多,true,true
8388966,S. Landaluze,サンドロ ランダルセ,桑德罗·兰达尔塞,true,true
8388969,Bernar Framery,ベルナルダン フラムリー,贝尔纳丹·弗拉梅里,true,true
8388982,Jacopo Haller,ヤコポ ハラー,雅各布·哈莱尔,false,true
8388983,Amil De Stefani,アミルカーレ デ ステファニ,阿米尔卡雷·德斯特凡尼,true,true
8388987,Romolo Cardullo,ロモロ カルドゥロ,罗莫洛·卡尔杜洛,true,true
8388989,Braulio Falasca,ブラウリオ ファラスカ,布劳略·法拉斯卡,false,true
8388996,Thiago Llull,ティアゴ リュル,蒂亚戈·吕利,true,true
8388997,Rafael Barreto,ハファエウ バレト,拉斐尔·巴雷托,true,true
8389000,Q. Bisserrier,クァンタン ビザリア,凯坦·比塞里埃,true,true
8389003,Bojan Visedo,ボヤン ビセド,博罕·比塞多,false,true
8389009,Inacio Andrade,イナシオ アンドラージ,伊纳西奥·安德拉德,true,true
8389015,F. Landaluze,ファウスト ランダルセ,福斯托·兰达尔塞,true,true
8389016,Timo de Falla,ティモ デ ファリャ,蒂莫·德法利亚,true,true
8389020,Cesar Guiza,セサル グイサ,塞萨尔·古伊萨,true,true
8389023,Tiago Chueca,ティアゴ チュエーカ,蒂亚戈·楚埃卡,true,true
8389025,Fraizer Helson,フレイザー ヘルソン,弗雷泽·赫尔森,false,true
8389026,Xanti Sanches,サンチ サンシェス,尚蒂·桑谢斯,true,true
8389027,Thomas Gurpegui,トーマス グルペギ,托马斯·古尔佩希,true,true
8389043,Sjef Martens,スイェフ マルテンス,希耶夫·马滕斯,true,true
8389045,Ermanno Tebaldi,エルマンノ テバルディ,埃尔曼诺·泰巴尔迪,false,true
8389054,Chris Hamel,クリストファー ハーメル,克里斯托弗·哈梅尔,false,true
8389092,Melchio Troisi,メルキオッレ トロイージ,梅尔基奥雷·特罗伊西,true,true
8389106,Endika Moron,エンディカ モロン,恩迪卡·莫隆,true,true
