card_id,tipo,overall,roda_motor,nome,posicao,slot_ofensivo_id,slot_ofensivo_confirmado,slot_defensivo_id,slot_defensivo_confirmado,pe,altura,peso,idade,nacionalidade,pe_ruim_uso,pe_ruim_precisao,resistencia_lesao,forma,impeto_s1,impeto_s2_cond,vaga_s1,vaga_s2,box,atributos,habilidades,aptidoes,estilos_ia,corpo
126418,base,73,false,Sam Walker,GK,0,true,17,true,Direito,199,78,35,England,1,1,Média,1,,,false,false,,"[40,47,41,43,51,52,40,42,45,45,48,41,51,60,70,72,72,68,66,44,48,66,62,69,48,54]",[],"{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[199,7,6,6,6,6,7,7,7,5,7,9]"
130001,base,69,false,Lucas Felippe,DMF,80,true,0,true,Esquerdo,178,72,26,Brazil,1,1,Média,1,,,false,false,,"[62,72,69,70,73,71,64,57,67,67,61,66,69,66,40,40,40,40,40,66,69,73,63,65,72,70]","[""Through Passing"",""Sole Control""]","{""RMF"":0,""AMF"":1,""CB"":0,""CF"":0,""LMF"":1,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}",[],"[178,7,7,7,6,7,7,7,6,5,7,9]"
132338,base,78,false,Aleksa Terzić,LB,44,true,0,true,Esquerdo,184,79,27,Serbia,1,1,Média,1,,,false,false,,"[65,69,72,64,68,76,57,63,61,69,65,67,66,62,40,40,40,40,40,80,75,71,66,74,62,76]","[""Fighting Spirit"",""Outside Curler"",""Pinpoint Crossing""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":2,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":2,""CMF"":0}","[""Speeding Bullet"",""Early Cross""]","[184,7,6,6,6,6,7,7,7,5,7,9]"
133696,base,71,false,Ayman Azhil,DMF,80,true,0,true,Direito,175,66,25,Morocco,1,2,Baixa,0,,,false,false,,"[62,72,69,73,74,71,56,57,65,68,69,68,70,68,40,40,40,40,40,68,71,64,57,58,74,73]","[""Dipping Shot"",""Heel Trick"",""One-touch Pass"",""Through Passing"",""Double Touch"",""Sole Control"",""Cut Behind & Turn""]","{""RMF"":1,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":1,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}","[""Trickster"",""Mazing Run"",""Long Ball Expert""]","[175,7,7,7,6,7,7,7,6,5,7,9]"
135578,base,73,false,Halls,GK,0,true,16,true,Direito,198,88,27,Brazil,1,1,Média,1,,,false,false,,"[40,49,44,47,53,60,40,49,48,47,49,46,50,60,65,67,68,63,72,52,47,69,70,75,52,51]","[""GK Low Punt""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[198,7,6,6,6,7,7,11,7,5,8,9]"
137099,base,70,false,Kevin Medina,CB,0,true,9,true,Esquerdo,185,75,33,Colombia,1,1,Média,1,,,false,false,,"[56,59,57,55,64,64,50,68,57,58,73,69,73,68,40,40,40,40,40,60,62,64,66,70,60,59]","[""Heading"",""Man Marking""]","{""RMF"":0,""AMF"":0,""CB"":2,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":1,""CMF"":0}",[],"[185,7,6,6,6,8,7,11,7,5,8,9]"
144847,base,72,false,Carljohan Eriksson,GK,0,true,17,true,Direito,191,88,31,Finland,1,1,Média,1,,,false,false,,"[40,45,41,43,48,50,40,45,45,42,47,45,48,60,67,70,69,67,67,48,46,73,64,71,51,47]","[""GK Long Throw"",""GK High Punt""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[191,7,7,7,6,8,7,7,6,5,7,9]"
146773,base,77,false,Diant Ramaj,GK,0,true,17,true,Direito,186,80,25,Germany,1,2,Média,1,,,false,false,,"[40,51,45,44,56,61,40,46,51,50,52,47,49,61,72,69,76,70,73,59,57,72,69,70,56,58]","[""GK Low Punt""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[186,7,7,7,6,8,7,7,6,5,7,9]"
146880,base,71,false,Mamady Diambou,DMF,32,true,0,true,Direito,176,70,24,Mali,1,1,Média,1,,,false,false,,"[57,69,64,67,72,64,52,57,54,61,65,70,75,76,40,40,40,40,40,70,75,69,70,65,75,80]","[""Fighting Spirit"",""One-touch Pass"",""Sliding Tackle"",""Through Passing"",""Acrobatic Finishing"",""Acrobatic Clearance"",""Cut Behind & Turn""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":1}","[""Mazing Run"",""Long Ranger""]","[176,7,6,6,6,8,7,11,7,5,8,9]"
147963,base,73,false,Josh Wilson-Esbrand,LB,44,true,0,true,Esquerdo,176,65,24,England,1,1,Média,1,,,false,false,,"[53,69,71,70,66,65,54,49,55,62,63,68,73,74,40,40,40,40,40,79,77,66,69,60,78,74]","[""One-touch Pass"",""Scissors Feint""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":1,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":2,""CMF"":0}","[""Speeding Bullet""]","[176,7,7,7,7,7,7,7,7,7,7,7]"
151966,base,70,false,Johaneko Louis-Jean,RB,44,true,0,true,Direito,175,68,22,France,1,2,Média,1,,,false,false,,"[55,65,64,62,64,68,49,56,53,60,63,64,67,61,40,40,40,40,40,76,77,66,62,67,69,73]","[""Gamesmanship"",""Acrobatic Clearance""]","{""RMF"":1,""AMF"":0,""CB"":0,""CF"":0,""LMF"":1,""LWF"":0,""RB"":2,""DMF"":0,""RWF"":0,""SS"":0,""LB"":2,""CMF"":0}","[""Mazing Run"",""Speeding Bullet"",""Early Cross""]","[175,7,6,6,6,8,7,11,7,5,8,9]"
155519,base,73,false,Gökhan Gül,DMF,32,true,0,true,Direito,183,79,28,Germany,1,1,Média,2,,,false,false,,"[58,65,60,61,68,69,57,71,55,59,67,71,75,73,40,40,40,40,40,66,68,70,74,74,69,79]","[""Fighting Spirit"",""Interception"",""Man Marking"",""Sliding Tackle"",""Long Throw"",""Blocker"",""Acrobatic Clearance""]","{""RMF"":0,""AMF"":0,""CB"":2,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":1}","[""Early Cross"",""Long Ball Expert""]","[183,7,7,7,6,8,7,7,6,5,7,9]"
157836,base,82,false,Victor Boniface,CF,12,true,0,true,Direito,189,79,26,Nigeria,1,2,Baixa,1,,,false,false,,"[80,71,73,68,61,59,80,82,65,58,47,44,53,55,40,40,40,40,40,74,63,81,76,80,55,67]","[""Aerial Superiority"",""First-time Shot"",""Heading"",""Long Range Shooting"",""Rising Shot"",""Super-sub"",""Penalty Specialist"",""Acrobatic Finishing""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}","[""Long Ranger""]","[189,7,6,6,6,8,7,11,7,5,8,9]"
157985,base,70,false,Robbie Ure,CF,8,true,0,true,Direito,180,70,22,Scotland,1,1,Média,1,,,false,false,,"[72,65,62,56,59,52,68,68,54,48,42,45,52,57,40,40,40,40,40,72,73,72,68,68,69,68]",[],"{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}",[],"[180,7,7,7,6,8,7,7,6,5,7,9]"
159085,base,70,false,Park Su-Bin,CMF,28,true,0,true,Esquerdo,181,74,27,Korea Republic,1,1,Média,1,,,false,false,,"[69,70,68,64,72,68,63,55,66,66,58,57,61,58,40,40,40,40,40,69,67,62,60,62,63,75]","[""One-touch Pass""]","{""RMF"":0,""AMF"":1,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":1,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}",[],"[181,7,7,7,6,8,7,7,6,5,7,9]"
159244,base,71,false,Markel Arana,CB,40,true,0,true,Direito,180,78,25,Spain,1,1,Média,1,,,false,false,,"[50,60,57,55,61,62,48,67,52,56,71,73,71,70,40,40,40,40,40,68,67,63,62,69,59,62]",[],"{""RMF"":0,""AMF"":0,""CB"":2,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[180,7,7,7,7,7,7,7,7,7,7,7]"
159564,base,71,false,Ichem Ferrah,RWF,72,true,0,true,Esquerdo,171,66,21,France,0,1,Média,1,,,false,false,,"[65,72,73,70,63,61,65,51,60,67,47,48,50,55,40,40,40,40,40,73,76,65,60,52,74,68]","[""Gamesmanship"",""Double Touch"",""Scotch Move"",""Sole Control"",""Long-Range Curler"",""Cut Behind & Turn""]","{""RMF"":1,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":2,""SS"":0,""LB"":0,""CMF"":0}","[""Trickster"",""Incisive Run""]","[171,7,7,7,6,8,7,7,6,5,7,9]"
160951,base,69,false,Fernando Nava,LWF,16,true,0,true,Direito,184,78,22,Bolivia,1,1,Média,1,,,false,false,,"[68,69,70,62,65,59,71,61,60,60,55,45,49,57,40,40,40,40,40,69,70,64,65,62,61,61]",[],"{""RMF"":1,""AMF"":0,""CB"":0,""CF"":0,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":1,""SS"":0,""LB"":0,""CMF"":0}",[],"[184,7,6,6,6,8,7,11,7,5,8,9]"
161421,base,63,false,Emirhan Yılmaz,CMF,28,true,0,true,Direito,179,70,22,Türkiye,1,1,Média,0,,,false,false,,"[59,65,60,64,65,64,55,52,55,62,57,60,62,62,40,40,40,40,40,63,69,63,60,61,67,67]","[""Dipping Shot"",""Through Passing""]","{""RMF"":0,""AMF"":1,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":1,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}","[""Mazing Run"",""Long Ranger""]","[179,7,7,7,6,8,7,7,6,5,7,9]"
161718,base,68,false,Umut Erdem,LB,44,true,0,true,Esquerdo,182,72,22,Türkiye,1,1,Média,1,,,false,false,,"[59,64,63,59,64,66,47,65,61,62,67,65,66,66,40,40,40,40,40,69,68,66,64,68,65,71]",[],"{""RMF"":0,""AMF"":0,""CB"":1,""CF"":0,""LMF"":1,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":2,""CMF"":0}",[],"[182,7,7,7,6,8,7,7,6,5,7,9]"
161833,base,72,false,Ryan Fosso,CMF,28,true,0,true,Direito,183,75,24,Cameroon,1,1,Média,1,,,false,false,,"[62,72,67,64,72,66,54,56,55,62,64,68,73,72,40,40,40,40,40,71,68,64,65,73,65,77]","[""Gamesmanship"",""Interception"",""One-touch Pass""]","{""RMF"":1,""AMF"":1,""CB"":1,""CF"":0,""LMF"":1,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}",[],"[183,7,6,6,6,8,7,11,7,5,8,9]"
161890,base,71,false,Unai Hernández,CMF,80,true,0,true,Direito,171,65,22,Spain,2,2,Média,1,,,false,false,,"[61,72,70,74,74,70,64,52,63,70,61,58,62,62,40,40,40,40,40,73,72,65,60,54,72,71]","[""Low Lofted Pass"",""One-touch Pass"",""Through Passing"",""Weighted Pass"",""Sole Control"",""Cut Behind & Turn""]","{""RMF"":0,""AMF"":2,""CB"":0,""CF"":0,""LMF"":1,""LWF"":1,""RB"":0,""DMF"":1,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}","[""Mazing Run"",""Long Ball Expert""]","[171,7,7,7,6,8,7,7,6,5,7,9]"
164693,base,70,false,Justin Bengui,GK,0,true,17,true,Direito,190,77,21,France,2,1,Média,1,,,false,false,,"[40,45,42,43,52,54,40,42,43,47,44,42,45,60,62,65,69,64,70,55,53,65,68,70,55,51]","[""GK Long Throw"",""GK High Punt""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[190,7,5,5,6,7,7,11,8,5,8,9]"
166485,base,65,false,Josh Landers,CF,4,true,0,true,Direito,182,73,19,Scotland,1,1,Média,1,,,false,false,,"[63,68,65,69,58,58,62,50,54,58,50,50,62,55,40,40,40,40,40,66,69,68,65,65,62,69]",[],"{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}",[],"[182,7,7,7,6,8,7,7,6,5,7,9]"
167185,base,68,false,Ibrahima Sow,CF,4,true,0,true,Direito,178,75,19,Senegal,1,1,Média,1,,,false,false,,"[67,63,67,58,58,56,64,62,60,56,48,45,52,54,40,40,40,40,40,75,77,70,67,69,63,74]",[],"{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}",[],"[178,7,6,6,6,8,7,11,7,5,8,9]"
167245,base,72,false,Noël Aséko Nkili,DMF,80,true,0,true,Direito,178,66,21,Germany,1,1,Baixa,0,,,false,false,,"[62,72,71,73,72,69,55,59,56,64,67,70,72,69,40,40,40,40,40,68,71,64,66,62,74,77]","[""One-touch Pass"",""Through Passing"",""Weighted Pass"",""Sole Control""]","{""RMF"":0,""AMF"":1,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}","[""Mazing Run""]","[178,7,6,6,6,8,7,11,7,5,8,9]"
167736,base,72,false,Joane Gadou,CB,60,true,0,true,Direito,195,82,19,France,1,1,Média,0,,,false,false,,"[51,60,56,57,64,65,50,71,52,57,65,70,67,69,40,40,40,40,40,68,65,59,72,74,54,67]","[""Aerial Superiority"",""Blocker""]","{""RMF"":0,""AMF"":0,""CB"":2,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}","[""Long Ball Expert""]","[195,7,5,5,6,7,7,11,8,5,8,9]"
168089,base,70,false,Léo Jacó,CF,4,true,0,true,Esquerdo,181,73,21,Brazil,1,1,Média,1,,,false,false,,"[70,69,64,64,58,57,68,67,55,62,50,53,64,52,40,40,40,40,40,67,70,67,62,62,68,74]","[""First-time Shot""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}",[],"[181,7,6,6,6,8,7,11,7,5,8,9]"
168110,base,73,false,Teddy Curd,GK,0,true,17,true,Direito,183,71,20,England,1,1,Média,1,,,false,false,,"[40,45,41,42,45,47,40,40,45,47,42,42,45,60,69,66,73,69,72,50,54,64,64,65,60,51]",[],"{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[183,7,6,6,6,7,7,7,7,5,7,9]"
168358,base,66,false,Kumashiro Keito,CF,52,true,0,true,Direito,181,76,19,Japan,1,1,Média,1,,,false,false,,"[65,64,59,61,59,54,66,59,62,65,50,47,58,55,40,40,40,40,40,69,72,68,62,58,63,66]",[],"{""RMF"":0,""AMF"":2,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":1,""SS"":2,""LB"":0,""CMF"":0}",[],"[181,9,5,6,5,4,4,4,10,4,2,7]"
168950,base,67,false,Nilzo Ramírez,AMF,56,true,0,true,Direito,174,72,21,Colombia,1,1,Média,1,,,false,false,,"[62,71,68,69,69,66,62,59,56,60,50,54,59,58,40,40,40,40,40,70,72,65,67,61,71,65]",[],"{""RMF"":0,""AMF"":2,""CB"":0,""CF"":0,""LMF"":0,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":1,""SS"":1,""LB"":0,""CMF"":1}",[],"[174,7,6,6,6,8,7,11,7,5,8,9]"
169704,base,69,false,Tyrese Hall,CMF,28,true,0,true,Direito,169,66,21,Jamaica,1,1,Média,1,,,false,false,,"[58,68,65,68,72,67,62,51,62,63,62,65,67,67,40,40,40,40,40,66,70,65,58,58,70,76]",[],"{""RMF"":0,""AMF"":1,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}",[],"[169,7,6,6,6,8,7,11,7,5,8,9]"
170220,base,67,false,Álex López,LB,44,true,0,true,Esquerdo,180,78,21,Spain,1,1,Média,1,,,false,false,,"[57,63,62,59,63,64,51,53,60,58,62,64,62,66,40,40,40,40,40,71,72,64,64,62,64,74]",[],"{""RMF"":0,""AMF"":0,""CB"":2,""CF"":0,""LMF"":2,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":2,""CMF"":0}",[],"[180,7,6,6,6,8,7,11,7,5,8,9]"
171555,base,65,false,Emir Gündoğdu,GK,0,true,17,true,Direito,181,62,17,Türkiye,1,1,Média,0,,,false,false,,"[40,43,42,41,43,45,40,43,40,40,44,43,41,61,63,61,67,62,63,49,46,63,69,59,53,48]","[""GK Low Punt""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[181,7,7,7,7,7,7,7,7,7,7,7]"
171936,base,65,false,Alfie Massey,CMF,0,true,9,true,Direito,183,78,20,England,1,1,Média,1,,,false,false,,"[51,67,58,62,68,63,53,56,58,60,62,68,74,71,40,40,40,40,40,68,63,65,63,61,65,72]",[],"{""RMF"":0,""AMF"":1,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}",[],"[183,7,7,7,6,8,7,7,6,5,7,9]"
171941,base,68,false,Freddie Anderson,CB,60,true,0,true,Direito,187,71,20,England,1,1,Média,1,,,false,false,,"[53,58,52,56,57,61,45,63,51,56,65,67,70,73,40,40,40,40,40,65,60,67,71,73,60,68]",[],"{""RMF"":0,""AMF"":0,""CB"":2,""CF"":0,""LMF"":0,""LWF"":0,""RB"":1,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[187,7,6,6,6,8,7,11,7,5,8,9]"
171986,base,70,false,Khadim Ngom,GK,0,true,16,true,Direito,180,74,21,Netherlands,1,1,Média,1,,,false,false,,"[40,51,52,45,54,56,40,48,53,44,47,49,46,60,67,70,71,62,61,58,57,64,74,60,56,55]","[""GK Low Punt""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":0,""CMF"":0}",[],"[180,7,6,6,6,8,7,11,7,5,8,9]"
172236,base,69,false,Alexi Koum,LB,44,true,0,true,Esquerdo,180,73,20,Cameroon,0,1,Média,0,,,false,false,,"[59,64,69,56,60,63,50,55,54,70,59,62,57,62,40,40,40,40,40,79,75,62,65,61,64,70]","[""Fighting Spirit"",""Interception"",""Pinpoint Crossing"",""Sliding Tackle"",""Acrobatic Clearance""]","{""RMF"":0,""AMF"":0,""CB"":2,""CF"":0,""LMF"":2,""LWF"":1,""RB"":0,""DMF"":0,""RWF"":0,""SS"":0,""LB"":2,""CMF"":0}","[""Speeding Bullet"",""Early Cross""]","[180,7,6,6,6,8,7,11,7,5,8,9]"
173052,base,70,false,Damola Ajayi,RWF,16,true,0,true,Esquerdo,173,68,21,England,1,1,Média,1,,,false,false,,"[68,67,70,65,66,68,65,52,62,65,52,53,55,55,40,40,40,40,40,70,73,66,57,58,70,74]","[""Dipping Shot""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":0}","[""Incisive Run""]","[173,7,6,6,6,8,7,11,7,5,8,9]"
