card_id,tipo,overall,roda_motor,nome,posicao,slot_ofensivo_id,slot_ofensivo_confirmado,slot_defensivo_id,slot_defensivo_confirmado,pe,altura,peso,idade,nacionalidade,pe_ruim_uso,pe_ruim_precisao,resistencia_lesao,forma,impeto_s1,impeto_s2_cond,vaga_s1,vaga_s2,box,atributos,habilidades,aptidoes,estilos_ia,corpo
52779779415843,colecionavel,97,true,Mohamed Salah,CF,4,true,0,true,Esquerdo,175,71,34,Egypt,1,1,Média,2,,,false,false,POTW 10 Nov '22,"[90,91,85,85,76,76,91,61,68,81,45,48,61,58,40,40,40,40,40,90,91,76,61,72,90,84]","[""Chip Shot Control"",""Gamesmanship"",""Long Range Shooting"",""One-touch Pass"",""Outside Curler"",""Rising Shot"",""Penalty Specialist"",""Double Touch"",""Long-Range Curler"",""Cut Behind & Turn""]","{""RMF"":1,""AMF"":1,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":0}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[175,10,9,8,9,9,10,9,6,4,10,4]"
52780584775806,colecionavel,97,true,Kylian Mbappé,LMF,24,true,0,true,Direito,178,73,28,France,2,2,Média,2,,,false,false,POTW International Cup 1 Dec '22,"[90,87,90,87,78,75,88,74,82,77,54,56,62,60,40,40,40,40,40,93,90,80,74,77,86,82]","[""Chip Shot Control"",""First-time Shot"",""One-touch Pass"",""Rabona"",""Rising Shot"",""Scissors Feint"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Chop Turn""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":1}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[178,5,3,9,6,5,7,14,12,4,5,11]"
52781658517630,colecionavel,97,true,Kylian Mbappé,LWF,4,true,0,true,Direito,178,73,28,France,2,2,Média,2,,,false,false,POTW International Cup 22 Dec '22,"[84,84,91,84,75,72,85,71,79,74,51,53,59,57,40,40,40,40,40,90,93,77,71,74,83,79]","[""Chip Shot Control"",""First-time Shot"",""Gamesmanship"",""One-touch Pass"",""Rising Shot"",""Scissors Feint"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Chop Turn""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":1}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[178,5,3,9,6,5,7,14,12,4,5,11]"
52781926899717,colecionavel,97,true,Gerard Moreno,CF,52,true,0,true,Esquerdo,180,77,34,Spain,2,2,Baixa,2,,,false,false,POTW 12 Jan '23,"[87,86,84,82,83,74,91,84,67,76,54,53,61,70,40,40,40,40,40,78,76,84,81,79,73,82]","[""Chip Shot Control"",""Dipping Shot"",""First-time Shot"",""Heading"",""Through Passing"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Cut Behind & Turn""]","{""RMF"":1,""AMF"":1,""CB"":0,""CF"":2,""LMF"":1,""LWF"":1,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":0}","[""Mazing Run"",""Long Ranger""]","[180,8,8,5,5,7,8,7,2,9,8,6]"
52783805898071,colecionavel,97,true,Lionel Messi,SS,56,true,0,true,Esquerdo,170,72,39,Argentina,0,2,Média,2,,,false,false,POTW 2 Mar '23,"[80,90,90,90,89,86,91,56,88,90,47,50,54,52,40,40,40,40,40,69,86,78,54,56,90,72]","[""Captaincy"",""Chip Shot Control"",""Dipping Shot"",""First-time Shot"",""Long Range Shooting"",""One-touch Pass"",""Through Passing"",""Penalty Specialist"",""Double Touch"",""Long-Range Curler""]","{""RMF"":1,""AMF"":2,""CB"":0,""CF"":2,""LMF"":0,""LWF"":1,""RB"":0,""DMF"":0,""RWF"":2,""SS"":2,""LB"":0,""CMF"":0}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run"",""Early Cross""]","[170,9,10,7,9,10,9,3,5,6,9,2]"
52785685049470,colecionavel,97,true,Kylian Mbappé,CF,4,true,0,true,Direito,178,73,28,France,2,2,Média,2,,,false,false,POTW 20 Apr '23,"[87,85,89,84,80,73,88,71,75,76,53,55,61,59,40,40,40,40,40,90,90,79,72,77,80,81]","[""Chip Shot Control"",""First-time Shot"",""One-touch Pass"",""Rabona"",""Rising Shot"",""Scissors Feint"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Chop Turn""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":1}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[178,5,3,9,6,5,7,14,12,4,5,11]"
52787295560432,colecionavel,97,true,Karim Benzema,CF,52,true,0,true,Direito,185,81,39,France,2,2,Média,2,,,false,false,POTW 8 Jun '23,"[90,89,83,87,82,69,90,85,69,76,48,52,67,64,40,40,40,40,40,75,75,84,75,78,74,73]","[""Captaincy"",""Dipping Shot"",""First-time Shot"",""Heading"",""Heel Trick"",""Through Passing"",""Scissors Feint"",""Penalty Specialist"",""Acrobatic Finishing"",""Cut Behind & Turn""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":0}","[""Trickster"",""Mazing Run"",""Long Ranger""]","[185,11,9,7,7,7,10,7,7,4,10,10]"
52788637736279,colecionavel,97,true,Lionel Messi,RWF,56,true,0,true,Esquerdo,170,72,39,Argentina,0,2,Média,2,,,false,false,POTW 24 Aug '23,"[85,94,94,97,91,84,92,57,89,91,48,51,55,53,40,40,40,40,40,70,84,79,55,57,93,73]","[""Captaincy"",""Chip Shot Control"",""Dipping Shot"",""First-time Shot"",""Long Range Shooting"",""One-touch Pass"",""Through Passing"",""Penalty Specialist"",""Double Touch"",""Long-Range Curler""]","{""RMF"":1,""AMF"":2,""CB"":0,""CF"":2,""LMF"":0,""LWF"":1,""RB"":0,""DMF"":0,""RWF"":2,""SS"":2,""LB"":0,""CMF"":0}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run"",""Early Cross""]","[170,9,10,7,9,10,9,3,5,6,9,2]"
52788906274942,colecionavel,97,true,Kylian Mbappé,LWF,16,true,0,true,Direito,178,73,28,France,2,2,Média,2,,,false,false,POTW 31 Aug '23,"[88,84,88,83,76,72,87,70,74,75,52,54,60,58,40,40,40,40,40,91,94,78,71,73,79,80]","[""Chip Shot Control"",""First-time Shot"",""Gamesmanship"",""Rabona"",""Rising Shot"",""Scissors Feint"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Chop Turn""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":1}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[178,5,3,9,6,5,7,14,12,4,5,11]"
52845277743527,colecionavel,97,true,Erling Haaland,CF,4,true,0,true,Esquerdo,194,87,26,Norway,0,2,Baixa,2,,,false,false,POTW 7 Sep '23,"[87,73,72,69,65,62,96,71,64,67,49,53,68,54,40,40,40,40,40,90,81,92,73,91,58,75]","[""Chip Shot Control"",""Fighting Spirit"",""First-time Shot"",""Heading"",""Long Range Shooting"",""One-touch Pass"",""Super-sub"",""Penalty Specialist"",""Acrobatic Finishing"",""Long-Range Curler""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}","[""Mazing Run"",""Speeding Bullet"",""Long Ranger""]","[194,7,7,7,8,7,9,7,6,7,8,3]"
52847425204350,colecionavel,97,true,Kylian Mbappé,LWF,16,true,0,true,Direito,178,73,28,France,2,2,Média,2,,,false,false,POTW National Teams 19 Oct '23,"[80,82,91,78,75,73,86,65,74,75,52,54,60,57,40,40,40,40,40,96,95,78,73,75,81,78]","[""Captaincy"",""Chip Shot Control"",""First-time Shot"",""One-touch Pass"",""Scissors Feint"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Long-Range Curler"",""Chop Turn""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":1}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[178,5,3,9,6,5,7,14,12,4,5,11]"
52848230533543,colecionavel,97,true,Erling Haaland,CF,12,true,0,true,Esquerdo,194,87,26,Norway,0,2,Baixa,2,,,false,false,POTW 2 Nov '23,"[90,73,72,69,65,62,96,71,64,67,49,53,68,54,40,40,40,40,40,87,76,92,76,91,58,75]","[""Aerial Superiority"",""Chip Shot Control"",""Fighting Spirit"",""First-time Shot"",""Heading"",""Long Range Shooting"",""Rising Shot"",""Super-sub"",""Penalty Specialist"",""Acrobatic Finishing""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}","[""Mazing Run"",""Speeding Bullet"",""Long Ranger""]","[194,7,7,7,8,7,9,7,6,7,8,3]"
52851451736190,colecionavel,97,true,Kylian Mbappé,CF,4,true,0,true,Direito,178,73,28,France,2,2,Média,2,,,false,false,POTW 28 Dec '23,"[85,84,88,79,74,72,92,65,74,78,52,54,60,58,40,40,40,40,40,92,94,78,74,72,82,76]","[""Chip Shot Control"",""First-time Shot"",""Long Range Shooting"",""Track Back"",""Scissors Feint"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Long-Range Curler"",""Chop Turn""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":1}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[178,5,3,9,6,5,7,14,12,4,5,11]"
52851988540763,colecionavel,97,true,Kevin De Bruyne,AMF,56,true,0,true,Direito,181,68,35,Belgium,2,3,Média,2,107,,false,false,POTW 18 Jan '24,"[84,90,80,85,91,94,83,56,80,86,58,58,72,62,40,40,40,40,40,72,74,88,59,71,75,83]","[""Captaincy"",""Low Lofted Pass"",""Long Range Shooting"",""One-touch Pass"",""Outside Curler"",""Pinpoint Crossing"",""Through Passing"",""Weighted Pass"",""Super-sub"",""Sole Control""]","{""RMF"":1,""AMF"":2,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":1,""SS"":1,""LB"":0,""CMF"":2}","[""Mazing Run"",""Early Cross"",""Long Ranger"",""Long Ball Expert""]","[181,7,6,8,8,7,9,8,7,4,8,7]"
52853062347167,colecionavel,97,true,Declan Rice,DMF,28,true,0,true,Direito,185,80,27,England,1,2,Alta,2,107,,false,false,POTW 15 Feb '24,"[68,80,76,82,85,86,64,71,90,81,84,89,89,93,40,40,40,40,40,74,68,80,74,86,66,92]","[""Captaincy"",""Fighting Spirit"",""First-time Shot"",""Interception"",""Low Lofted Pass"",""Long Range Shooting"",""Man Marking"",""Pinpoint Crossing"",""Sliding Tackle"",""Weighted Pass""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}","[""Long Ranger"",""Long Ball Expert""]","[185,7,7,5,5,7,8,7,7,8,8,4]"
52853062371141,colecionavel,97,true,Jude Bellingham,AMF,24,true,0,true,Direito,186,75,23,England,2,3,Alta,2,112,,false,false,POTW 15 Feb '24,"[84,92,82,86,87,79,82,64,63,68,71,75,82,77,40,40,40,40,40,83,73,81,75,80,80,88]","[""Fighting Spirit"",""First-time Shot"",""Flip Flap"",""Interception"",""One-touch Pass"",""Outside Curler"",""Rising Shot"",""Double Touch"",""Sole Control"",""Cut Behind & Turn""]","{""RMF"":1,""AMF"":2,""CB"":0,""CF"":1,""LMF"":1,""LWF"":0,""RB"":0,""DMF"":1,""RWF"":0,""SS"":1,""LB"":0,""CMF"":2}","[""Trickster"",""Mazing Run"",""Incisive Run"",""Long Ranger""]","[186,8,8,5,7,5,7,14,11,7,11,7]"
52853062371751,colecionavel,97,true,Erling Haaland,CF,12,true,0,true,Esquerdo,194,87,26,Norway,0,3,Baixa,2,113,,false,false,POTW 15 Feb '24,"[87,73,72,69,65,62,96,71,64,67,49,53,68,54,40,40,40,40,40,87,81,92,73,94,58,75]","[""Chip Shot Control"",""Fighting Spirit"",""First-time Shot"",""Heading"",""Heel Trick"",""Long Range Shooting"",""Rising Shot"",""Super-sub"",""Penalty Specialist"",""Acrobatic Finishing""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}","[""Mazing Run"",""Speeding Bullet"",""Long Ranger""]","[194,7,7,7,8,7,9,7,6,7,8,3]"
52853867588955,colecionavel,97,true,Kevin De Bruyne,AMF,24,true,0,true,Direito,181,68,35,Belgium,2,3,Baixa,2,104,,false,false,POTW European Club Championship 29 Feb '24,"[86,90,80,88,92,89,82,56,80,86,58,58,72,62,40,40,40,40,40,72,74,89,59,71,75,83]","[""Captaincy"",""First-time Shot"",""Low Lofted Pass"",""Long Range Shooting"",""One-touch Pass"",""Outside Curler"",""Pinpoint Crossing"",""Through Passing"",""Weighted Pass"",""Sole Control""]","{""RMF"":1,""AMF"":2,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":1,""SS"":1,""LB"":0,""CMF"":2}","[""Mazing Run"",""Early Cross"",""Long Ranger"",""Long Ball Expert""]","[181,7,6,8,8,7,9,8,7,4,8,7]"
52868094734462,colecionavel,97,true,Kylian Mbappé,CF,4,true,0,true,Direito,178,73,28,France,2,2,Média,2,,,false,false,POTW European Club Championship 21 Mar '24,"[88,87,90,85,74,72,91,60,76,73,52,54,57,53,40,40,40,40,40,92,91,80,68,69,82,75]","[""Captaincy"",""First-time Shot"",""Gamesmanship"",""Rabona"",""Scissors Feint"",""Penalty Specialist"",""Double Touch"",""Acrobatic Finishing"",""Long-Range Curler"",""Chop Turn""]","{""RMF"":2,""AMF"":1,""CB"":0,""CF"":2,""LMF"":2,""LWF"":2,""RB"":0,""DMF"":0,""RWF"":2,""SS"":1,""LB"":0,""CMF"":0}","[""Trickster"",""Mazing Run"",""Speeding Bullet"",""Incisive Run""]","[178,5,3,9,6,5,7,14,12,4,5,11]"
52872926595495,colecionavel,97,true,Erling Haaland,CF,4,true,0,true,Esquerdo,194,87,26,Norway,0,2,Baixa,2,,,false,false,POTW 29 Aug '24,"[93,77,73,68,66,63,92,78,64,70,49,46,65,57,40,40,40,40,40,87,80,90,72,88,55,83]","[""Chip Shot Control"",""Fighting Spirit"",""First-time Shot"",""Heading"",""Heel Trick"",""Long Range Shooting"",""One-touch Pass"",""Rising Shot"",""Penalty Specialist"",""Acrobatic Finishing""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}","[""Mazing Run"",""Speeding Bullet"",""Long Ranger""]","[194,7,7,7,8,7,9,7,6,7,8,3]"
52873463441823,colecionavel,97,true,Declan Rice,DMF,28,true,0,true,Direito,185,80,27,England,1,2,Alta,2,,,false,false,POTW 12 Sep '24,"[76,81,79,82,87,82,75,71,73,76,84,86,88,88,40,40,40,40,40,75,73,85,76,85,68,90]","[""Fighting Spirit"",""First-time Shot"",""Interception"",""Low Lofted Pass"",""Man Marking"",""One-touch Pass"",""Sliding Tackle"",""Weighted Pass"",""Penalty Specialist"",""Blocker""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":0,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":2,""RWF"":0,""SS"":0,""LB"":0,""CMF"":2}","[""Long Ranger"",""Long Ball Expert""]","[185,7,7,5,5,7,8,7,7,8,8,4]"
52877221562181,colecionavel,97,true,Jude Bellingham,AMF,56,true,0,true,Direito,186,75,23,England,2,3,Alta,2,107,,false,false,POTW National Teams 21 Nov '24,"[83,88,83,86,85,85,82,73,63,68,70,75,80,78,40,40,40,40,40,83,79,82,72,78,80,87]","[""Fighting Spirit"",""First-time Shot"",""One-touch Pass"",""Outside Curler"",""Pinpoint Crossing"",""Through Passing"",""Weighted Pass"",""Double Touch"",""Sole Control"",""Cut Behind & Turn""]","{""RMF"":1,""AMF"":2,""CB"":0,""CF"":1,""LMF"":1,""LWF"":0,""RB"":0,""DMF"":1,""RWF"":0,""SS"":1,""LB"":0,""CMF"":2}","[""Trickster"",""Mazing Run"",""Incisive Run"",""Long Ranger""]","[186,8,8,5,7,5,7,14,11,7,11,7]"
52877221562791,colecionavel,97,true,Erling Haaland,CF,12,true,0,true,Esquerdo,194,87,26,Norway,0,2,Baixa,2,,,false,false,POTW National Teams 21 Nov '24,"[90,76,79,72,65,62,91,81,63,66,48,45,64,56,40,40,40,40,40,88,82,90,74,88,60,82]","[""Aerial Superiority"",""Captaincy"",""Fighting Spirit"",""First-time Shot"",""Heading"",""Heel Trick"",""Long Range Shooting"",""Penalty Specialist"",""Acrobatic Finishing"",""Long-Range Curler""]","{""RMF"":0,""AMF"":0,""CB"":0,""CF"":2,""LMF"":0,""LWF"":0,""RB"":0,""DMF"":0,""RWF"":0,""SS"":1,""LB"":0,""CMF"":0}","[""Mazing Run"",""Speeding Bullet"",""Long Ranger""]","[194,7,7,7,8,7,9,7,6,7,8,3]"
52879369045829,colecionavel,97,true,Jude Bellingham,AMF,24,true,0,true,Direito,186,75,23,England,2,3,Alta,2,,,false,false,POTW 9 Jan '25,"[83,88,84,86,87,78,84,73,63,74,68,75,77,78,40,40,40,40,40,83,78,83,73,78,82,89]","[""Fighting Spirit"",""First-time Shot"",""Flip Flap"",""One-touch Pass"",""Outside Curler"",""Through Passing"",""Double Touch"",""Sole Control"",""Long-Range Curler"",""Cut Behind & Turn""]","{""RMF"":1,""AMF"":2,""CB"":0,""CF"":1,""LMF"":1,""LWF"":0,""RB"":0,""DMF"":1,""RWF"":0,""SS"":1,""LB"":0,""CMF"":2}","[""Trickster"",""Mazing Run"",""Incisive Run"",""Long Ranger""]","[186,8,8,5,7,5,7,14,11,7,11,7]"
