card_id,altura,codigo_clube,codigo_liga,codigo_nacionalidade_player_raw,codigo_tipo_carta_fisico,forma,idade,jogador_indisponivel,marcador_subtipo_tipo_carta,nome,pe,pe_ruim_precisao,pe_ruim_uso,peso,resistencia_lesao
100342,185,357,340,472,0,1,32,False,0,Álex Muñoz,Esquerdo,0,0,80,Média
100381,188,238,346,430,0,1,31,False,0,Pietro Ceccaroni,Esquerdo,1,2,76,Alta
100399,170,395,337,408,0,1,37,False,0,Aaron Cresswell,Esquerdo,1,1,66,Alta
100400,196,107,113,408,0,1,33,False,0,Tyrone Mings,Esquerdo,1,1,77,Baixa
100401,183,4228,346,382,0,1,34,False,0,Frédéric Veseli,Direito,1,1,78,Média
100414,178,4914,116,430,0,1,31,False,0,Patrick Ciurria,Esquerdo,1,2,67,Média
100426,191,4377,346,430,0,1,36,False,0,Andrea Seculin,Direito,1,1,83,Média
100428,182,234,116,430,0,2,34,False,0,Davide Zappacosta,Direito,2,3,74,Média
100429,183,4141,346,430,0,0,34,False,0,Armando Izzo,Direito,1,1,81,Baixa
100449,186,,,112,0,0,31,True,0,Jean-Philippe Gbamin,Direito,1,1,83,Baixa
100473,191,336,346,430,0,2,30,False,0,Lorenzo Montipò,Direito,0,0,82,Alta
100477,188,237,346,292,0,1,32,False,0,Paulo Azzi,Direito,2,2,75,Média
100479,198,4220,346,396,0,1,36,False,0,Milan Đurić,Direito,1,1,94,Baixa
100481,190,,,430,0,1,32,True,0,Francesco Vicari,Direito,1,1,80,Alta
100493,180,4232,346,430,0,1,32,False,0,Jacopo Manconi,Direito,1,1,76,Média
100504,189,,,394,0,1,31,True,0,Baptiste Guillaume,Direito,2,1,86,Média
100506,190,4220,346,430,0,1,32,False,0,Andrea Fulignati,Direito,1,1,87,Média
100510,178,194,119,472,0,1,31,False,0,Héctor Bellerín,Direito,1,1,74,Baixa
100514,179,4948,759,118,0,1,33,False,0,Carlos Akapo,Direito,1,1,76,Baixa
100527,190,100,113,482,0,1,36,False,0,Karl Darlow,Direito,1,1,88,Média
100530,188,,,408,0,1,33,True,0,Jamaal Lascelles,Direito,1,1,89,Baixa
100534,187,,,244,0,1,31,True,0,Isaac Hayden,Direito,2,1,79,Baixa
100535,195,,,442,0,2,31,False,0,Dejan Iliev,Direito,1,1,87,Baixa
100564,188,357,340,292,0,1,33,False,0,Rodrigo Ely,Direito,1,1,83,Baixa
100591,185,5895,340,472,0,1,36,False,0,Carlos Hernández,Direito,1,1,80,Baixa
100607,181,,,430,0,1,33,True,0,Andrea Belotti,Direito,2,3,84,Baixa
100615,188,,,400,0,1,34,True,0,Dario Župarić,Direito,1,2,85,Média
100617,171,4233,346,430,0,1,32,False,0,F. Di Francesco,Direito,1,1,75,Média
100620,171,327,116,430,0,2,33,False,0,Matteo Politano,Esquerdo,2,1,67,Média
100630,186,327,116,430,0,1,33,False,0,Leonardo Spinazzola,Direito,2,2,75,Baixa
100670,186,415,343,104,0,1,38,False,0,Geoffrey Lembet,Esquerdo,1,0,79,Baixa
100682,186,,,100,0,1,31,False,0,Jean C. Castelletto,Direito,2,2,78,Média
100698,184,,,416,0,1,35,True,0,Thomas Monconduit,Direito,1,1,83,Média
100707,180,,,472,0,1,35,True,0,Óscar Plano,Esquerdo,1,1,72,Média
100709,180,,,416,0,1,35,True,0,Grégoire Defrel,Esquerdo,2,1,79,Baixa
100730,187,1765,340,472,0,1,35,False,0,Raúl Lizoain,Esquerdo,1,1,80,Média
100742,169,5403,585,472,0,0,36,False,0,Tana,Direito,2,1,73,Média
100764,170,,,124,0,1,33,False,0,Johann Obiang,Esquerdo,1,0,64,Baixa
100772,176,6271,777,152,0,2,30,False,0,Hamza Sakhi,Direito,1,1,69,Média
100780,181,1329,122,416,0,2,32,False,0,Brendan Chardonnet,Direito,1,1,74,Alta
100790,186,4395,340,472,0,1,34,False,0,Alberto Jiménez,Direito,1,1,78,Média
100802,181,,,472,0,1,42,True,0,Aitor Sanz,Direito,0,0,71,Média
100809,179,267,119,472,0,2,33,False,0,Ayoze Pérez,Direito,2,1,66,Alta
100811,187,219,343,88,0,1,35,False,0,Mehdi Jeannin,Direito,1,0,81,Média
100822,181,,,416,0,1,39,True,0,Pierrick Capelle,Esquerdo,1,1,73,Média
100841,185,420,122,416,0,2,36,False,0,Adrien-Mehdi Monfray,Direito,1,1,76,Alta
100870,181,215,343,416,0,2,34,False,0,Florian Tardieu,Direito,1,1,72,Baixa
100904,175,,,152,0,1,33,True,0,Sofiane Boufal,Direito,2,2,75,Média
100925,184,414,122,416,0,1,37,False,0,Benjamin Leroy,Direito,1,1,75,Média
100934,179,,,416,0,1,35,True,0,Xavier Chavalerin,Esquerdo,2,1,69,Média
100935,183,,,416,0,2,31,True,0,Baptiste Santamaria,Direito,2,1,81,Média
100939,180,182,122,416,0,2,34,False,0,Jonathan Gradit,Direito,1,0,75,Baixa
100940,180,4212,343,184,0,1,31,False,0,Saïf-Eddine Khaoui,Esquerdo,1,1,68,Média
100946,178,1328,343,416,0,1,35,False,0,Jordan Marié,Direito,1,1,73,Média
100948,179,,,416,0,2,38,True,0,Johan Gastien,Direito,2,1,69,Alta
100950,170,4964,473,416,0,1,35,False,0,Florent Mollet,Direito,2,2,67,Média
100954,187,1328,343,102,0,1,38,False,0,Júlio Tavares,Direito,1,1,88,Média
100958,182,,,416,0,1,35,True,0,Lionel Carole,Esquerdo,1,0,79,Média
100961,175,1328,343,416,0,1,35,False,0,Michaël Barreto,Direito,2,1,68,Baixa
100967,171,172,119,416,0,1,31,False,0,Thomas Lemar,Esquerdo,0,0,63,Baixa
100971,184,1328,343,416,0,1,38,False,0,Paul Delecroix,Direito,1,1,76,Alta
100974,184,1328,343,416,0,2,37,False,0,Quentin Bernard,Esquerdo,1,1,83,Alta
100985,172,4175,585,416,0,1,38,False,0,Greg Houla,Direito,1,1,64,Média
100995,172,208,337,408,0,1,29,False,0,Adam Armstrong,Direito,2,2,69,Alta
100997,174,,,456,0,1,31,True,0,Rony Lopes,Esquerdo,2,0,72,Média
101011,184,,,476,0,1,31,True,0,Kevin Mbabu,Direito,0,0,73,Média
101012,188,,,468,0,1,31,True,0,Ľubomír Šatka,Direito,1,1,72,Média
101016,187,211,343,472,0,1,33,False,0,Adrián Ortolá,Esquerdo,1,1,73,Média
101017,186,,,472,0,1,33,True,0,Miguel Bañuz,Direito,1,1,80,Média
101027,185,382,113,408,0,1,31,False,0,Will Hughes,Esquerdo,2,1,74,Média
101028,178,179,113,464,0,1,32,False,0,Andrew Robertson,Esquerdo,1,0,64,Baixa
101034,167,201,337,408,0,1,29,False,0,Patrick Roberts,Esquerdo,1,0,64,Baixa
101039,180,1222,518,186,0,1,33,False,0,Jordan Obita,Esquerdo,1,1,74,Baixa
101052,196,4154,603,408,0,1,33,False,0,Jonathan Bond,Direito,1,0,84,Média
101054,180,396,113,408,0,1,32,False,0,Luke O'Nien,Direito,2,2,81,Média
101058,171,172,119,472,0,2,31,False,0,Alejandro Grimaldo,Esquerdo,1,0,69,Média
101064,181,5740,603,472,0,1,36,False,0,Ilie Sánchez,Direito,1,1,76,Média
101065,178,4145,119,472,0,1,32,False,0,Denis Suárez,Direito,1,1,69,Média
101068,178,,,442,0,1,32,False,0,David Babunski,Direito,2,2,68,Alta
101072,175,364,340,472,0,1,31,False,0,Sandro Ramírez,Direito,2,3,71,Baixa
101075,189,383,337,464,0,1,37,False,0,Craig Forsyth,Esquerdo,1,1,83,Baixa
101076,195,107,113,288,0,1,34,False,0,Emiliano Martínez,Direito,1,1,90,Alta
101097,178,119,116,380,0,2,32,False,0,Hakan Çalhanoğlu,Direito,2,2,76,Alta
101103,177,,,464,0,1,36,True,0,Johnny Russell,Esquerdo,2,1,70,Média
101111,175,,,408,0,1,29,True,0,Max Lowe,Esquerdo,0,1,74,Baixa
101113,185,4194,337,408,0,1,33,False,0,Patrick Bamford,Esquerdo,2,1,71,Baixa
101115,180,173,113,408,0,1,31,False,0,Jack Grealish,Direito,2,1,81,Média
101116,176,1245,149,292,0,1,29,False,0,Guilherme Arana,Esquerdo,0,1,70,Baixa
101118,188,2459,149,292,0,2,31,False,0,Pedro Henrique,Direito,1,1,79,Média
101123,183,,,472,0,1,33,True,0,Alain Oyarzun,Esquerdo,1,1,73,Baixa
101127,192,,,408,0,1,39,True,0,Ben Hamer,Direito,1,1,91,Média
101130,174,4948,759,472,0,2,33,False,0,Ager Aketxe,Esquerdo,1,1,69,Média
101150,188,1589,113,408,0,1,31,False,0,Dillon Phillips,Direito,1,1,75,Alta
101191,188,,,464,0,1,35,True,0,Liam Palmer,Direito,1,0,81,Alta
101208,193,255,125,416,0,1,31,False,0,Thomas Didillon,Esquerdo,1,1,84,Média
101219,190,,,414,0,1,32,True,0,Daniel O'Shaughnessy,Esquerdo,1,1,85,Média
101221,185,218,122,448,0,1,32,False,0,Hans Hateboer,Direito,1,1,72,Baixa
101223,178,4123,343,166,0,0,34,False,0,Bouna Sarr,Direito,0,1,71,Baixa
101226,178,5685,343,88,0,2,38,False,0,Ahmed Kashi,Direito,1,1,76,Média
101234,179,105,337,112,0,0,30,False,0,Maxwel Cornet,Esquerdo,2,2,69,Baixa
101244,190,1700,,472,0,1,32,False,0,Óscar Whalley,Esquerdo,1,1,82,Média
101280,180,,,464,0,1,37,True,0,Andrew Shinnie,Direito,2,2,70,Média
101294,180,203,337,244,0,1,32,False,0,Amari'i Bell,Esquerdo,2,1,77,Média
101295,180,201,337,244,0,1,30,False,0,Demarai Gray,Direito,1,0,74,Média
101304,190,4948,759,324,0,1,37,False,0,Shane Lowry,Esquerdo,1,1,88,Média
101319,185,,,408,0,1,31,True,0,Hayden White,Direito,1,1,68,Média
101322,168,4154,603,270,0,1,32,False,0,Duane Holmes,Direito,1,1,65,Média
101329,170,,,408,0,0,31,True,0,Zach Clough,Direito,1,1,64,Baixa
101334,168,197,476,416,0,2,35,False,0,N'Golo Kanté,Direito,1,1,68,Baixa
101355,188,100,113,408,0,1,40,False,0,Tom Heaton,Direito,1,1,85,Baixa
101356,178,,,408,0,1,34,True,0,Danny Ings,Direito,2,1,73,Baixa
101359,186,378,337,408,0,1,37,False,0,Ashley Barnes,Direito,2,1,77,Média
101361,178,,,220,0,1,38,True,0,Scott Arfield,Direito,1,1,70,Média
101362,191,1197,566,394,0,1,31,False,0,Lucas Pirard,Direito,0,1,85,Alta
101368,170,167,269,26,0,0,34,False,0,Ono Yuji,Direito,2,2,69,Baixa
101374,182,1247,149,292,0,1,34,False,0,André Ramalho,Direito,2,1,78,Média
101389,189,1493,585,388,0,2,34,False,0,Robert Žulj,Direito,1,1,89,Alta
101393,188,,,408,0,1,37,True,0,Simon Eastwood,Direito,1,1,90,Média
101404,176,219,343,108,0,1,32,False,0,Bendjaloud Youssouf,Direito,1,0,73,Média
101444,189,6265,777,152,0,1,39,False,0,Khalid Boutaïb,Direito,2,1,80,Baixa
101480,181,412,343,416,0,1,35,False,0,Maxime Hautbois,Direito,1,2,75,Média
101490,185,5099,343,416,0,2,32,False,0,Anthony Briançon,Direito,1,1,79,Média
101502,181,420,122,416,0,1,33,False,0,Renaud Ripart,Direito,1,1,73,Baixa
101506,186,,,416,0,1,33,True,0,Gauthier Gallon,Direito,1,1,79,Alta
101507,189,215,343,416,0,1,35,False,0,Mathieu Michel,Direito,1,1,89,Média
101513,187,,,428,0,2,32,True,0,Darragh Lenihan,Direito,2,2,76,Baixa
101520,183,101,113,472,0,1,31,False,0,David Raya,Direito,1,1,80,Média
101527,172,,,292,0,1,36,True,0,Giuliano,Direito,2,2,68,Média
101566,177,5143,588,292,0,1,31,False,0,Zé Welison,Direito,2,1,74,Média
101574,187,,,292,0,0,31,True,0,João Paulo,Direito,1,1,86,Média
101585,183,104,113,408,0,1,33,False,0,Alex Cairns,Esquerdo,1,1,72,Média
101586,183,104,113,408,0,1,33,False,0,Sam Byram,Direito,2,2,72,Baixa
101592,177,383,337,408,0,1,31,False,0,Alex Mowatt,Esquerdo,2,2,71,Alta
101610,192,386,113,408,0,1,31,False,0,Christian Walton,Esquerdo,0,1,75,Média
101611,191,387,337,408,0,1,36,False,0,Danny Batth,Direito,1,1,90,Alta
101615,185,,,128,0,2,33,False,0,Thomas Partey,Direito,2,1,77,Baixa
101617,179,2187,340,472,0,1,33,False,0,Álex Moreno,Esquerdo,0,0,68,Baixa
101623,190,,,406,0,2,35,True,0,Nicolai Larsen,Direito,1,1,83,Média
101642,181,,,406,0,2,37,True,0,Anders Jacobsen,Direito,2,1,77,Média
101644,192,,,406,0,2,37,True,0,Henrik Dalsgaard,Direito,1,0,79,Baixa
101667,185,5624,337,408,0,1,33,False,0,Adam Reach,Esquerdo,2,2,73,Baixa
101668,174,176,337,408,0,1,35,False,0,Adam Forshaw,Direito,1,1,71,Baixa
101670,185,395,337,408,0,1,33,False,0,Ben Gibson,Esquerdo,1,2,78,Baixa
101675,187,5624,337,408,0,1,32,False,0,Adam Jackson,Direito,0,1,80,Média
101697,182,2699,287,294,0,1,38,False,0,Hernán Muñoz,Direito,1,1,82,Média
101725,183,,,420,0,1,32,True,0,Robin Gosens,Esquerdo,1,1,76,Baixa
101734,189,201,337,408,0,1,34,False,0,Ryan Allsop,Direito,1,1,80,Alta
101735,185,352,125,394,0,2,35,False,0,Marvin Peersman,Esquerdo,1,2,69,Alta
101736,185,,,408,0,1,35,True,0,Steve Cook,Direito,1,0,82,Alta
101740,181,6270,777,448,0,1,37,False,0,Ilias Haddad,Esquerdo,2,1,78,Média
101743,189,5767,149,292,0,0,37,False,0,Alex Muralha,Direito,1,1,87,Média
101758,188,,,448,0,1,34,True,0,Paul Gladon,Direito,2,2,83,Média
101762,177,4108,149,292,0,1,37,False,0,Giovanni Augusto,Direito,2,1,78,Baixa
101763,192,202,337,428,0,1,33,False,0,Jack Bonham,Direito,1,1,94,Média
101771,180,4071,113,408,0,1,35,False,0,Adam Smith,Direito,2,2,78,Média
101780,183,4183,113,408,0,1,33,False,0,Jake Bidwell,Esquerdo,1,0,80,Média
101781,185,177,113,408,0,1,34,False,0,James Tarkowski,Direito,1,1,81,Alta
101796,169,,,408,0,1,32,True,0,Charlie Adams,Esquerdo,1,1,62,Média
101837,196,1196,566,408,0,2,35,False,0,Christian Burgess,Direito,1,1,84,Média
101849,179,,,116,0,1,34,True,0,Mohamed Elneny,Direito,1,1,72,Baixa
101851,184,,,416,0,1,32,True,0,Quentin Beunardeau,Direito,1,0,79,Baixa
101870,196,,,474,0,1,36,True,0,Robin Olsen,Direito,1,1,86,Média
101872,177,4158,603,474,0,1,35,False,0,Emil Forsberg,Direito,3,2,76,Baixa
101875,187,218,122,476,0,1,29,False,0,Breel Embolo,Direito,2,1,88,Baixa
101876,180,,,476,0,2,36,True,0,Luca Zuffi,Esquerdo,1,0,70,Baixa
101879,185,2717,152,288,0,1,35,False,0,Andrés Chávez,Esquerdo,1,0,83,Média
101910,188,238,346,430,0,1,33,False,0,Mattia Bani,Direito,2,1,78,Média
101911,185,4141,346,430,0,1,34,False,0,Tommaso Cancellotti,Direito,1,1,77,Média
101918,186,4233,346,430,0,1,34,False,0,Pietro Iemmello,Direito,2,2,78,Média
101926,186,,,430,0,1,39,True,0,Danilo Russo,Direito,1,1,82,Média
101944,195,5143,588,292,0,1,32,False,0,Vinícius Silvestre,Direito,1,1,85,Média
101946,184,1236,152,288,0,1,37,False,0,Diego Rodríguez,Esquerdo,2,2,77,Alta
101952,183,5659,152,288,0,1,34,False,0,Sergio Ojeda,Direito,1,2,85,Baixa
101953,184,139,152,288,0,1,32,False,0,Nicolás Figal,Direito,1,2,75,Baixa
101955,180,,,288,0,1,33,True,0,Francisco Pizzini,Direito,1,2,75,Baixa
101960,166,2651,576,288,0,1,35,False,0,Matías Pisano,Esquerdo,1,0,61,Baixa
101961,173,2719,152,288,0,0,32,False,0,Martín Benítez,Direito,1,2,72,Baixa
102023,189,,,416,0,1,39,True,0,Nicolas Pallois,Esquerdo,1,1,89,Média
102029,184,,,174,0,1,34,False,0,Ronwen Williams,Direito,1,1,79,Alta
102040,170,,,174,0,1,37,False,0,Themba Zwane,Direito,1,1,71,Alta
102045,190,6257,777,152,0,2,39,False,0,Yunis Abdelhamid,Esquerdo,1,1,83,Alta
102051,193,,,288,0,1,33,True,0,Fabian Noguera,Direito,2,2,95,Média
102052,187,2209,287,304,0,1,34,False,0,Raúl Rivero,Direito,2,2,80,Média
102077,184,,,472,0,1,38,True,0,Sergio Postigo,Direito,1,1,78,Baixa
102098,193,205,337,166,0,1,32,False,0,Seny Dieng,Direito,1,1,90,Média
102105,172,1228,473,382,0,2,36,False,0,Amir Abrashi,Direito,1,1,71,Média
102111,184,,,476,0,1,34,True,0,Nassim Ben Khalifa,Direito,1,1,80,Alta
102214,189,1241,152,294,0,0,39,False,0,Gabriel Arias,Direito,1,2,84,Média
102227,180,2209,287,288,0,1,35,False,0,Juan Martín Lucero,Direito,2,2,73,Média
102232,177,274,149,288,0,2,32,False,0,Lucas Villalba,Esquerdo,1,1,73,Média
102233,183,2717,152,288,0,1,31,False,0,Néstor Breitenbruch,Direito,1,1,76,Alta
102237,172,,,416,0,1,31,True,0,Hugo Boumous,Direito,1,1,69,Média
102240,187,126,,130,0,2,30,False,0,Serhou Guirassy,Direito,2,1,82,Média
102242,186,,,442,0,1,31,False,0,Gjoko Zajkov,Direito,1,1,78,Média
102244,179,2454,588,292,0,1,36,False,0,Pedro Henrique,Direito,2,2,73,Média
102246,182,,,128,0,1,32,True,0,Alexander Djiku,Direito,1,1,81,Média
102251,179,5644,340,288,0,1,33,False,0,Nico Ratti,Direito,1,1,72,Média
102272,174,5137,588,292,0,1,33,False,0,Reginaldo Lopes,Direito,2,1,67,Média
102285,184,,,132,0,1,32,True,0,Alexandre Mendy,Direito,1,1,86,Média
102286,195,,,456,0,1,35,True,0,Mika,Esquerdo,1,1,89,Alta
102290,186,258,119,128,0,1,32,False,0,Iñaki Williams,Direito,1,2,81,Alta
102299,184,,,430,0,2,32,True,0,Alessio Cragno,Direito,1,1,78,Baixa
102300,186,,,430,0,1,32,True,0,Stefano Minelli,Esquerdo,1,1,80,Média
102311,185,4241,346,430,0,1,36,False,0,Antonio Caracciolo,Direito,1,2,83,Média
102312,173,,,140,0,1,34,True,0,Ahmad Benali,Direito,2,3,66,Baixa
102339,190,6259,777,152,0,1,37,False,0,Munir El Kajoui,Direito,0,0,89,Alta
102347,192,,,430,0,1,31,True,0,Daniele Borra,Esquerdo,1,1,89,Baixa
102369,191,4241,346,430,0,1,33,False,0,Stefano Moreo,Direito,2,2,75,Alta
102387,177,,,190,0,1,32,False,0,Marvelous Nakamba,Esquerdo,1,1,71,Alta
102402,174,2546,287,304,0,1,30,False,0,Kevin Méndez,Direito,1,1,75,Média
102416,187,1765,340,472,0,1,32,False,0,Gerard Gumbau,Esquerdo,2,1,77,Média
102418,185,,,472,0,1,38,True,0,Jaime Mata,Direito,1,1,79,Alta
102428,187,148,266,472,0,1,31,False,0,José Suárez,Direito,1,1,85,Alta
102460,180,,,304,0,2,36,True,0,Felipe Rodríguez,Esquerdo,2,1,73,Média
102481,187,122,116,416,0,2,33,False,0,Samuel Gigot,Direito,1,1,83,Média
102483,172,4123,343,416,0,1,35,False,0,Téji Savanier,Direito,2,2,69,Média
102486,178,1221,518,464,0,2,32,False,0,Stephen Kingsley,Esquerdo,2,1,67,Baixa
102496,181,,,472,0,1,34,True,0,Íñigo Eguaras,Direito,1,1,77,Baixa
102497,177,4302,340,472,0,1,32,False,0,Agus Medina,Direito,2,1,72,Alta
102511,177,,,402,0,2,35,False,0,Anderson Correia,Esquerdo,1,1,68,Média
102526,178,126,,388,0,2,32,False,0,Marcel Sabitzer,Direito,2,1,76,Baixa
102530,186,,,606,0,2,36,True,0,Vaso Vasić,Direito,1,1,88,Média
102531,182,113,122,476,0,1,30,False,0,Ulisses Garcia,Esquerdo,1,0,73,Baixa
102534,187,357,340,456,0,1,31,False,0,Nélson Monte,Direito,2,1,80,Média
102547,187,415,343,416,0,1,32,False,0,Enzo Basilio,Esquerdo,1,1,76,Média
102561,181,2657,576,296,0,1,33,False,0,Helibelton Palacios,Direito,2,2,75,Alta
102566,183,,,380,0,1,35,True,0,Cenk Tosun,Direito,2,2,78,Média
102568,188,2194,576,296,0,1,31,False,0,Carlos Rentería,Direito,2,2,74,Média
102569,179,,,296,0,0,31,True,0,Luis Orejuela,Direito,2,2,70,Média
102579,177,,,472,0,1,35,True,0,Jon García,Direito,2,2,77,Média
102580,188,,,398,0,2,29,False,0,Dimitar Mitov,Direito,1,1,76,Média
102605,183,,,248,0,1,37,True,0,Felipe Rodríguez,Direito,1,1,85,Média
102606,178,,,248,0,1,32,True,0,Carlos Guzmán,Direito,2,2,71,Média
102610,177,5657,152,288,0,1,36,False,0,Damián Martínez,Direito,1,2,65,Média
102611,176,2722,152,288,0,1,35,False,0,Leandro Fernández,Direito,3,3,74,Média
102612,185,5659,152,300,0,1,34,False,0,Javier Ferreira,Direito,1,2,85,Alta
102619,172,5403,585,472,0,1,37,False,0,Roque Mesa,Direito,1,1,74,Alta
102623,182,4948,759,472,0,1,31,False,0,Samu Castillejo,Esquerdo,1,0,67,Baixa
102626,188,,,398,0,1,33,False,0,Ivajlo Čočev,Esquerdo,1,1,81,Baixa
102654,186,5740,603,478,0,2,32,False,0,Oleksandr Svatok,Direito,0,0,81,Alta
102667,191,5354,476,126,0,1,32,False,0,Ali Sowe,Direito,2,1,83,Alta
102680,181,,,430,0,1,32,True,0,Anthony Partipilo,Esquerdo,2,2,74,Média
102690,182,420,122,96,0,1,32,False,0,Hillel Konaté,Direito,1,0,77,Média
102692,180,4180,113,408,0,0,34,False,0,Callum Wilson,Direito,2,1,66,Baixa
102694,189,,,166,0,1,34,True,0,Famara Diédhiou,Direito,1,1,80,Média
102703,191,4108,149,292,0,1,37,False,0,Rafael Santos,Direito,1,1,82,Média
102707,170,370,119,472,0,1,31,False,0,Unai López,Direito,1,2,68,Média
102714,187,,,290,0,1,31,True,0,Braulio Uraezaña,Direito,1,1,78,Média
102719,186,128,,404,0,2,30,False,0,Patrik Schick,Esquerdo,2,1,73,Baixa
102730,190,,,474,0,1,34,True,0,Isaac Kiese Thelin,Direito,2,1,85,Média
102738,187,4219,116,430,0,1,31,False,0,Luca Mazzitelli,Direito,1,1,76,Média
102742,187,195,119,472,0,1,33,False,0,Borja Iglesias,Direito,1,1,86,Média
102750,187,,,454,0,2,29,True,0,Mateusz Wieteska,Direito,2,1,76,Baixa
102759,190,120,116,430,0,1,32,False,0,Daniele Rugani,Direito,2,1,84,Baixa
102761,185,238,346,430,0,1,33,False,0,Federico Barba,Esquerdo,1,1,77,Alta
102765,182,,,382,0,1,32,True,0,Elseid Hysaj,Direito,2,2,75,Média
102773,173,,,472,0,1,30,True,0,Bicho,Esquerdo,1,1,63,Média
102774,184,1832,549,278,0,1,32,False,0,Sean Klaiber,Direito,1,1,76,Baixa
102779,177,,,472,0,1,34,True,0,Juanto Ortuño,Direito,1,1,75,Média
102782,184,1256,287,288,0,2,34,False,0,Javier Correa,Direito,2,3,86,Média
102786,182,,,398,0,1,35,False,0,Plamen Iliev,Direito,1,1,69,Média
102805,184,,,306,0,1,34,True,0,Ernesto Torregrossa,Esquerdo,1,1,87,Baixa
102815,183,,,402,0,2,31,False,0,Nicholas Ioannou,Esquerdo,1,0,75,Alta
102824,178,6090,,292,0,1,32,False,0,Lucas Crispim,Direito,1,1,72,Média
102827,178,,,292,0,1,36,True,0,Ronaldo,Direito,1,1,78,Média
102828,184,,,416,0,1,32,True,0,Julien Fabri,Direito,1,1,80,Média
102833,173,6208,759,472,0,1,36,False,0,Miguel Cifuentes,Direito,0,0,66,Média
102840,167,4211,122,416,0,1,29,False,0,Maxime Lopez,Direito,2,1,58,Média
102849,183,,,430,0,2,35,True,0,Daniel Cappelletti,Direito,1,1,78,Baixa
102851,184,2320,346,430,0,1,31,False,0,Antonio Barreca,Esquerdo,1,0,70,Média
102864,182,4379,346,430,0,1,34,False,0,Leonardo Mancuso,Direito,2,2,78,Média
102879,194,,,608,0,1,33,False,0,Danijel Petković,Direito,1,2,86,Média
102892,188,,,420,0,1,31,True,0,Timon Wellenreuther,Direito,2,2,80,Média
102895,190,1252,149,304,0,1,33,False,0,Sergio Rochet,Direito,1,1,82,Média
102901,183,130,476,420,0,0,30,False,0,Leroy Sané,Esquerdo,1,0,80,Baixa
102902,170,,,448,0,0,33,True,0,Mohamed Hamdaoui,Direito,2,2,65,Média
102905,180,4163,603,468,0,2,32,False,0,Albert Rusnák,Direito,2,2,65,Média
102910,180,,,448,0,2,33,True,0,Sander van de Streek,Direito,1,1,74,Média
